# BEAST v1.10.5 Prerelease #23570d1
# Generated Thu Dec 01 10:35:22 CET 2022 [seed=1669887316577]
# -beagle_gpu -beagle_order 1 -overwrite -save_every 10000000 -save_state RSV.AB.country.cont0.dump.txt RSV.AB.country.xml
state	joint	prior	likelihood	country.clock.rate.A	country.clock.rate.B	country.coefficients1	country.coefficients2	country.coefficients3	country.coefficients4	country.coefficients5	country.coefIndicators1	country.coefIndicators2	country.coefIndicators3	country.coefIndicators4	country.coefIndicators5	country.includedPredictors	country.coefficientsTimesIndicators1	country.coefficientsTimesIndicators2	country.coefficientsTimesIndicators3	country.coefficientsTimesIndicators4	country.coefficientsTimesIndicators5	country.branchRates.A	country.branchRates.B	country.treeLikelihood.A	country.treeLikelihood.B
580000	-3485.4543850171717	-338.85874991003226	-3146.5956351071395	0.09344550480057284	0.17322631860928178	1.5034450414992226	0.8679697770983356	-0.5293360489677169	0.6076701051713761	0.25459166729835797	1.0	0.0	1.0	1.0	1.0	4.0	1.5034450414992226	0.0	-0.5293360489677169	0.6076701051713761	0.25459166729835797	0.0	0.0	-1454.8097820934338	-1691.7858530137057
590000	-3497.4997175998524	-296.98486918564845	-3200.5148484142037	0.07464411037965141	0.15805019090533426	1.3530711243876299	-1.0278095707100932	-0.5610062206102279	0.4810055533595044	-1.3919622764412307	1.0	1.0	1.0	1.0	0.0	4.0	1.3530711243876299	-1.0278095707100932	-0.5610062206102279	0.4810055533595044	-0.0	0.0	0.0	-1482.6370152844174	-1717.877833129786
600000	-3480.3556333884253	-302.45702816970777	-3177.8986052187174	0.07893942152201575	0.1603976406653575	1.433491135997376	1.2918544535597731	-0.5073964299276691	0.5971529007924562	2.407107389466105	1.0	0.0	1.0	1.0	0.0	3.0	1.433491135997376	0.0	-0.5073964299276691	0.5971529007924562	0.0	0.0	0.0	-1468.2473560439398	-1709.6512491747774
610000	-3491.102458908797	-317.70905712359814	-3173.393401785199	0.08493508967048556	0.16566358177561777	1.3729682027602939	0.357993566610955	-0.40432113812055104	0.3664316912719558	0.358730208460426	1.0	0.0	1.0	1.0	1.0	4.0	1.3729682027602939	0.0	-0.40432113812055104	0.3664316912719558	0.358730208460426	0.0	0.0	-1467.365014761189	-1706.02838702401
620000	-3488.426246586399	-318.78716856590165	-3169.6390780204974	0.08178782131526623	0.17544738624166517	1.4451369630240627	-1.4980281516432394	-0.5844971701918044	0.6353044566036209	-0.05973152171690446	1.0	0.0	1.0	1.0	0.0	3.0	1.4451369630240627	-0.0	-0.5844971701918044	0.6353044566036209	-0.0	0.0	0.0	-1473.1966121566359	-1696.4424658638613
630000	-3477.9818463304855	-330.2498381120123	-3147.7320082184733	0.09440507181342135	0.16083205044342322	1.3855048095324354	-0.6660512269898438	-0.544703219912998	0.6014335873911805	-0.6209808889591529	1.0	1.0	1.0	1.0	0.0	4.0	1.3855048095324354	-0.6660512269898438	-0.544703219912998	0.6014335873911805	-0.0	0.0	0.0	-1447.9360966639356	-1699.7959115545375
640000	-3486.7948032093477	-316.94300580010315	-3169.8517974092447	0.08288377212173964	0.1682325702891641	1.472333914827009	0.2533418825012177	-0.5505198617807442	0.5791472183005891	3.008818711755423	1.0	0.0	1.0	1.0	0.0	3.0	1.472333914827009	0.0	-0.5505198617807442	0.5791472183005891	0.0	0.0	0.0	-1470.1921151574975	-1699.6596822517474
650000	-3476.231917606155	-309.43724970412455	-3166.7946679020306	0.08339856613220174	0.16339805477847202	1.5814530931745292	0.7305902397610405	-0.536091006894244	0.640908330502109	0.18365486995820235	1.0	0.0	1.0	1.0	1.0	4.0	1.5814530931745292	0.0	-0.536091006894244	0.640908330502109	0.18365486995820235	0.0	0.0	-1467.0252824710146	-1699.769385431016
660000	-3479.77551407204	-318.57921755366465	-3161.1962965183757	0.09077939186799747	0.16107080736481277	1.6206116461183924	1.845313110009636	-0.5428914677929779	0.6870443944435624	0.16571594065321532	1.0	0.0	1.0	1.0	1.0	4.0	1.6206116461183924	0.0	-0.5428914677929779	0.6870443944435624	0.16571594065321532	0.0	0.0	-1451.5227949495916	-1709.6735015687839
670000	-3486.7756333014613	-308.24645758750995	-3178.529175713951	0.09409677827609635	0.1535239533859925	1.1503395421305829	-0.5185751120590977	-0.5163220773118169	0.6237456260509165	-0.38896396572785297	1.0	1.0	1.0	1.0	0.0	4.0	1.1503395421305829	-0.5185751120590977	-0.5163220773118169	0.6237456260509165	-0.0	0.0	0.0	-1452.1082002706278	-1726.4209754433232
680000	-3479.048379575376	-324.2016652478779	-3154.8467143274984	0.08847236585923625	0.16918509143234944	1.5656749032702881	-0.21878563059575168	-0.5168337695789726	0.5881504267879109	0.1896577118068034	1.0	0.0	1.0	1.0	1.0	4.0	1.5656749032702881	-0.0	-0.5168337695789726	0.5881504267879109	0.1896577118068034	0.0	0.0	-1453.1324063353302	-1701.7143079921684
690000	-3482.553564644644	-301.2841391026105	-3181.269425542034	0.07938737079060548	0.15864246939413335	1.535662859572942	0.5020733186768023	-0.5086040608984141	0.6947077289126495	-2.3280934481460154	1.0	0.0	1.0	1.0	0.0	3.0	1.535662859572942	0.0	-0.5086040608984141	0.6947077289126495	-0.0	0.0	0.0	-1477.8864277633688	-1703.382997778665
700000	-3491.1396077232994	-302.43471813412987	-3188.7048895891694	0.08120346734637124	0.16111898260720495	1.5052297940238444	-0.04547763463108145	-0.5034507185617229	0.7019845176897858	0.08913871548448747	1.0	1.0	1.0	1.0	1.0	5.0	1.5052297940238444	-0.04547763463108145	-0.5034507185617229	0.7019845176897858	0.08913871548448747	0.0	0.0	-1478.2233950731113	-1710.481494516058
710000	-3492.0670138255014	-331.65181834758295	-3160.4151954779186	0.09581740810158597	0.16866457574447735	1.5183810964682056	0.07056277377044476	-0.5181516923432843	0.6669897219779225	-0.13406747452014045	1.0	0.0	1.0	1.0	0.0	3.0	1.5183810964682056	0.0	-0.5181516923432843	0.6669897219779225	-0.0	0.0	0.0	-1458.6040497448764	-1701.8111457330422
720000	-3500.7443837915243	-311.8761538309134	-3188.868229960611	0.08429369303290964	0.1660289820854837	1.6178131274459138	2.808613376518571	-0.5361921930517904	0.6217693287999062	-2.100410574090271	1.0	0.0	1.0	1.0	0.0	3.0	1.6178131274459138	0.0	-0.5361921930517904	0.6217693287999062	-0.0	0.0	0.0	-1468.5863822940883	-1720.281847666523
730000	-3479.280806193616	-316.77621498538576	-3162.5045912082305	0.08488139690658861	0.16804723342796352	1.473120236801128	-0.050824987744665054	-0.5408621861655046	0.8175061538172452	2.7423039478220685	1.0	1.0	1.0	1.0	0.0	4.0	1.473120236801128	-0.050824987744665054	-0.5408621861655046	0.8175061538172452	0.0	0.0	0.0	-1465.8100844336138	-1696.6945067746165
740000	-3499.339967697517	-303.87009682221674	-3195.4698708753003	0.07432722549325423	0.17274309623530343	1.5742323226165231	0.2066088107086423	-0.53269557982885	0.7164612673605563	-2.905817549593113	1.0	0.0	1.0	1.0	0.0	3.0	1.5742323226165231	0.0	-0.53269557982885	0.7164612673605563	-0.0	0.0	0.0	-1492.0289770053962	-1703.440893869904
750000	-3476.3970384865856	-319.2491876314139	-3157.147850855172	0.08519994630367395	0.16871223827827178	1.5201676366035661	2.5559366644605697	-0.5276263541911652	0.5513360717997172	0.2850587438223097	1.0	0.0	1.0	1.0	1.0	4.0	1.5201676366035661	0.0	-0.5276263541911652	0.5513360717997172	0.2850587438223097	0.0	0.0	-1460.7358506701025	-1696.4120001850692
760000	-3478.8489434522867	-309.20170917600575	-3169.647234276281	0.08920185217587251	0.15783290073765277	1.4154435358372028	-0.6590597959566553	-0.5684646743952876	0.6653881933144591	-1.0826028529989904	1.0	1.0	1.0	1.0	0.0	4.0	1.4154435358372028	-0.6590597959566553	-0.5684646743952876	0.6653881933144591	-0.0	0.0	0.0	-1455.2856023611293	-1714.3616319151515
770000	-3479.9402867452072	-293.57831695208245	-3186.361969793125	0.08575853121946528	0.14172194043278513	1.316945053343994	-0.7061604423830666	-0.5469990780882893	0.6113721304539971	0.9168481117474035	1.0	1.0	1.0	1.0	0.0	4.0	1.316945053343994	-0.7061604423830666	-0.5469990780882893	0.6113721304539971	0.0	0.0	0.0	-1460.0536271682417	-1726.3083426248832
780000	-3484.2729726542416	-337.638328536356	-3146.6346441178857	0.10078085901816067	0.16392704533416932	1.3572146915611931	-0.15330935180504973	-0.5216103676309284	0.5752892927902371	-1.383280554824245	1.0	0.0	1.0	1.0	0.0	3.0	1.3572146915611931	-0.0	-0.5216103676309284	0.5752892927902371	-0.0	0.0	0.0	-1446.8830607197453	-1699.7515833981406
790000	-3483.766790892114	-315.02667114060193	-3168.740119751512	0.08576683618604619	0.1632123002106701	1.3422546480613373	-0.6577793118205336	-0.5363485140607572	0.6142763320153636	0.053466308121194656	1.0	1.0	1.0	1.0	1.0	5.0	1.3422546480613373	-0.6577793118205336	-0.5363485140607572	0.6142763320153636	0.053466308121194656	0.0	0.0	-1458.2524507803437	-1710.4876689711682
800000	-3491.6936083135815	-300.74720868405694	-3190.9463996295244	0.08150046299175209	0.14775109970305372	1.533228893233372	3.3840447378325256	-0.5474214397143439	0.5856967628154516	0.1428487759715851	1.0	0.0	1.0	1.0	1.0	4.0	1.533228893233372	0.0	-0.5474214397143439	0.5856967628154516	0.1428487759715851	0.0	0.0	-1472.9445375768096	-1718.0018620527146
810000	-3472.404441615039	-290.2067301147469	-3182.1977115002924	0.07951551110549254	0.15082096003309817	1.3175326688967028	-1.5947989912996303	-0.5664610217861448	0.5576919523446282	0.5697698193313978	1.0	1.0	1.0	1.0	0.0	4.0	1.3175326688967028	-1.5947989912996303	-0.5664610217861448	0.5576919523446282	0.0	0.0	0.0	-1464.3518804975902	-1717.8458310027022
820000	-3495.321438958658	-312.9793491231079	-3182.34208983555	0.08082586271414732	0.16152073539640827	1.3422028663337373	-0.8358683550393391	-0.6121570534048753	0.5283203048881633	-6.04275744852484	1.0	1.0	1.0	1.0	0.0	4.0	1.3422028663337373	-0.8358683550393391	-0.6121570534048753	0.5283203048881633	-0.0	0.0	0.0	-1463.868012104067	-1718.4740777314828
830000	-3478.8097010772613	-305.2896339387462	-3173.520067138515	0.08069812303319503	0.1591942378306913	1.3021039528933935	-1.362847973759918	-0.5571325365596406	0.5355462173865401	1.7849338278369984	1.0	1.0	1.0	1.0	0.0	4.0	1.3021039528933935	-1.362847973759918	-0.5571325365596406	0.5355462173865401	0.0	0.0	0.0	-1463.1669231879912	-1710.3531439505239
840000	-3491.1839401289308	-329.66323203151944	-3161.5207080974114	0.0957817497167396	0.16285279929937943	1.6068607237354935	-0.36467822589529886	-0.5717360887341534	0.6941549159528555	1.3426754826603342	1.0	0.0	1.0	1.0	0.0	3.0	1.6068607237354935	-0.0	-0.5717360887341534	0.6941549159528555	0.0	0.0	0.0	-1448.5870137575166	-1712.9336943398946
850000	-3475.6886311440207	-328.3496076383748	-3147.339023505646	0.08948450465524932	0.1677419166351912	1.4924422481694182	-0.6063730085490676	-0.5347880837930723	0.551451038262009	0.15799996096987928	1.0	0.0	1.0	1.0	1.0	4.0	1.4924422481694182	-0.0	-0.5347880837930723	0.551451038262009	0.15799996096987928	0.0	0.0	-1456.5597878171786	-1690.7792356884675
860000	-3471.475243488945	-289.58871213076253	-3181.8865313581828	0.0821204316459435	0.1441775111306952	1.2920503058411807	-0.8681224498083643	-0.6146165415497613	0.6868109177251334	-0.8706614938055508	1.0	1.0	1.0	1.0	0.0	4.0	1.2920503058411807	-0.8681224498083643	-0.6146165415497613	0.6868109177251334	-0.0	0.0	0.0	-1456.5226122826173	-1725.3639190755655
870000	-3493.1196039091874	-310.567985954231	-3182.5516179549563	0.09794482245154448	0.1481562032629707	1.410191785958337	0.02733747492977501	-0.5839283145164159	0.7123531174131535	-1.3004311410035194	1.0	0.0	1.0	1.0	0.0	3.0	1.410191785958337	0.0	-0.5839283145164159	0.7123531174131535	-0.0	0.0	0.0	-1459.2535874201874	-1723.298030534769
880000	-3486.9823771017846	-312.1239522525579	-3174.8584248492266	0.09167056950349008	0.14671133750808776	1.4634824545212108	3.318548803161375	-0.40997212043523074	0.5547851727703409	3.0154362979345315	1.0	0.0	1.0	1.0	0.0	3.0	1.4634824545212108	0.0	-0.40997212043523074	0.5547851727703409	0.0	0.0	0.0	-1454.9396752208145	-1719.9187496284121
890000	-3481.724831286927	-304.5186926904433	-3177.2061385964835	0.09096252916702208	0.13828421753203227	1.1590443034937812	-0.7517414164096204	-0.5068631684874564	0.5233717888845718	4.599542179113975	1.0	1.0	1.0	1.0	0.0	4.0	1.1590443034937812	-0.7517414164096204	-0.5068631684874564	0.5233717888845718	0.0	0.0	0.0	-1452.345876696059	-1724.8602619004243
900000	-3495.128798633553	-336.55847439757963	-3158.570324235973	0.09878847260263901	0.17788006713344448	1.3653267124708117	-3.233265675280423	-0.4656824743919727	0.5673651193014664	-1.3474687925165676	1.0	0.0	1.0	1.0	0.0	3.0	1.3653267124708117	-0.0	-0.4656824743919727	0.5673651193014664	-0.0	0.0	0.0	-1458.4637754135917	-1700.1065488223815
910000	-3489.416830700709	-274.26976015834094	-3215.147070542368	0.07603952260473108	0.1403666601412213	1.5259451491848444	-0.74679025566707	-0.5767376762204074	0.7510193891444666	-1.9088183373178724	1.0	1.0	1.0	1.0	0.0	4.0	1.5259451491848444	-0.74679025566707	-0.5767376762204074	0.7510193891444666	-0.0	0.0	0.0	-1477.5533947524516	-1737.5936757899162
920000	-3467.9616045992348	-317.15826450865677	-3150.803340090578	0.07600904747383527	0.18067070768284715	1.6419628553295063	2.3923901639080496	-0.5305417402176206	0.7729448294262727	0.2389836820832942	1.0	0.0	1.0	1.0	1.0	4.0	1.6419628553295063	0.0	-0.5305417402176206	0.7729448294262727	0.2389836820832942	0.0	0.0	-1477.1501565910412	-1673.6531834995365
930000	-3486.26452650324	-303.8118311061626	-3182.4526953970776	0.08987673170244279	0.14607276506703176	1.4770315957016946	-0.8602999633651798	-0.6758487446232407	0.6149171022933497	4.029887219611342	1.0	1.0	1.0	1.0	0.0	4.0	1.4770315957016946	-0.8602999633651798	-0.6758487446232407	0.6149171022933497	0.0	0.0	0.0	-1444.6434026534405	-1737.8092927436371
940000	-3484.1886226877923	-337.98382289559027	-3146.204799792202	0.09608905102143725	0.16957530481477823	1.50039188648211	0.1808810582350131	-0.5043601391244203	0.7588892300552575	3.892848655879978	1.0	0.0	1.0	1.0	0.0	3.0	1.50039188648211	0.0	-0.5043601391244203	0.7588892300552575	0.0	0.0	0.0	-1454.9595172155161	-1691.2452825766854
950000	-3478.4300189096907	-306.7981697213905	-3171.6318491883003	0.08655618497781792	0.1545085803338643	1.549170615479065	-1.9185501619179786	-0.5605664196750925	0.7629184597921184	0.46789315561050615	1.0	0.0	1.0	1.0	0.0	3.0	1.549170615479065	-0.0	-0.5605664196750925	0.7629184597921184	0.0	0.0	0.0	-1465.677005229992	-1705.9548439583082
960000	-3490.207493619547	-331.05367991201047	-3159.1538137075368	0.08001378002856034	0.19349892211851996	1.4324110445533549	-0.22319685099493097	-0.5550337664326389	0.5915489830450015	-0.8446801051858974	1.0	0.0	1.0	1.0	0.0	3.0	1.4324110445533549	-0.0	-0.5550337664326389	0.5915489830450015	-0.0	0.0	0.0	-1475.7091192866533	-1683.4446944208833
970000	-3482.888725021114	-332.28259928628404	-3150.60612573483	0.0912597492727494	0.17257073786311206	1.5059742247142867	-1.256062491981613	-0.5499765828484647	0.7479179810200787	-0.21286498096726097	1.0	0.0	1.0	1.0	0.0	3.0	1.5059742247142867	-0.0	-0.5499765828484647	0.7479179810200787	-0.0	0.0	0.0	-1455.1742077148542	-1695.4319180199761
980000	-3489.513216372556	-310.6365397887754	-3178.876676583781	0.08639079912919607	0.1605726609707563	1.5543913675177246	2.880650341335991	-0.48087280661407356	0.6368083421885751	0.14211917804594756	1.0	0.0	1.0	1.0	1.0	4.0	1.5543913675177246	0.0	-0.48087280661407356	0.6368083421885751	0.14211917804594756	0.0	0.0	-1469.9906981660936	-1708.885978417687
990000	-3485.053898389621	-310.2762810485464	-3174.7776173410743	0.0899048314644719	0.15364990666047465	1.307355186442576	-0.6081543137370037	-0.5131781953676128	0.5427211598237222	-3.6465954348844023	1.0	1.0	1.0	1.0	0.0	4.0	1.307355186442576	-0.6081543137370037	-0.5131781953676128	0.5427211598237222	-0.0	0.0	0.0	-1460.3135814366055	-1714.4640359044688
1000000	-3471.070399953386	-295.5957977446616	-3175.4746022087247	0.08417555459515637	0.14432090745677315	1.2935190234024936	-0.7637331911843183	-0.537951175363255	0.6410928041968407	0.9985578649891116	1.0	1.0	1.0	1.0	0.0	4.0	1.2935190234024936	-0.7637331911843183	-0.537951175363255	0.6410928041968407	0.0	0.0	0.0	-1462.5470229958098	-1712.9275792129147
1010000	-3491.996294029472	-318.3968436576003	-3173.599450371872	0.08360697051388988	0.16692603655304739	1.6381077896731326	-0.1855325291802797	-0.5499235188437237	0.8939737476393581	3.646443721440088	1.0	1.0	1.0	1.0	0.0	4.0	1.6381077896731326	-0.1855325291802797	-0.5499235188437237	0.8939737476393581	0.0	0.0	0.0	-1469.5417805496131	-1704.0576698222587
1020000	-3480.24178584361	-296.0281547993174	-3184.213631044293	0.0785580319146927	0.1582226049846689	1.650339271258767	-0.8471023858655271	-0.6049852250286961	0.8988233112829253	-1.4548785409453502	1.0	1.0	1.0	1.0	0.0	4.0	1.650339271258767	-0.8471023858655271	-0.6049852250286961	0.8988233112829253	-0.0	0.0	0.0	-1465.0648530160686	-1719.1487780282243
1030000	-3483.6425689877997	-340.1955558468852	-3143.4470131409144	0.10358666051610063	0.1610694909345234	1.4429753355672528	0.22631513818109128	-0.43817723697255234	0.6047491313692801	0.1089220915193585	1.0	0.0	1.0	1.0	1.0	4.0	1.4429753355672528	0.0	-0.43817723697255234	0.6047491313692801	0.1089220915193585	0.0	0.0	-1442.7844281606253	-1700.6625849802888
1040000	-3499.786735430991	-337.1323956108063	-3162.6543398201848	0.08989540760487008	0.17299643123748445	1.6290992261469854	-3.6325456700197494	-0.5218951130089442	0.8166513528513877	-0.6455659889157741	1.0	0.0	1.0	1.0	0.0	3.0	1.6290992261469854	-0.0	-0.5218951130089442	0.8166513528513877	-0.0	0.0	0.0	-1460.6066518469318	-1702.047687973253
1050000	-3492.2492866906255	-318.9225281487375	-3173.326758541888	0.0882534103195553	0.16152427732200728	1.551151390122844	-1.7447571451485964	-0.6084681328465555	0.7740652547689537	-1.376061264152776	1.0	0.0	1.0	1.0	0.0	3.0	1.551151390122844	-0.0	-0.6084681328465555	0.7740652547689537	-0.0	0.0	0.0	-1468.16547715248	-1705.1612813894078
1060000	-3492.7296834595554	-292.27556059447693	-3200.4541228650783	0.08529675577095767	0.14725202787270844	1.1972207204072272	-0.690033072573272	-0.36361363200477587	0.4304530471676277	0.1802050996493994	1.0	1.0	1.0	1.0	1.0	5.0	1.1972207204072272	-0.690033072573272	-0.36361363200477587	0.4304530471676277	0.1802050996493994	0.0	0.0	-1476.3934540125456	-1724.0606688525327
1070000	-3471.9581768317667	-331.065328704875	-3140.8928481268917	0.09441094567066573	0.16225548665198433	1.3686519476941057	-0.5523896741543027	-0.613294235853346	0.5394585348455929	0.25751844737092283	1.0	1.0	1.0	1.0	1.0	5.0	1.3686519476941057	-0.5523896741543027	-0.613294235853346	0.5394585348455929	0.25751844737092283	0.0	0.0	-1440.871971099987	-1700.0208770269048
1080000	-3482.6855626487677	-333.1562831744233	-3149.5292794743445	0.09290755880445545	0.16466431234359827	1.6363582116822775	1.006494097484431	-0.5454113265440839	0.6802545287938001	0.20580327789403238	1.0	0.0	1.0	1.0	1.0	4.0	1.6363582116822775	0.0	-0.5454113265440839	0.6802545287938001	0.20580327789403238	0.0	0.0	-1453.8049895953784	-1695.7242898789664
1090000	-3491.3522640632996	-319.03902748498	-3172.3132365783194	0.09215732642138268	0.1635879889967258	1.523585259426653	-0.641838471906721	-0.49341919453228145	0.7178596832385259	0.17377064686871233	1.0	0.0	1.0	1.0	1.0	4.0	1.523585259426653	-0.0	-0.49341919453228145	0.7178596832385259	0.17377064686871233	0.0	0.0	-1454.6919156405463	-1717.6213209377731
1100000	-3476.060639428526	-299.4704258266599	-3176.5902136018663	0.08680085411830091	0.14737113897807383	1.359956454560677	-0.7584756090630392	-0.48890414422985795	0.582821502491009	0.5557886636434324	1.0	1.0	1.0	1.0	1.0	5.0	1.359956454560677	-0.7584756090630392	-0.48890414422985795	0.582821502491009	0.5557886636434324	0.0	0.0	-1457.6282036948915	-1718.9620099069748
1110000	-3495.110590014257	-331.7598893348856	-3163.3507006793716	0.10478437952537802	0.15600518028460109	1.3376964328642968	0.3697256381551042	-0.584130380542677	0.5784479996918046	-3.069825986126283	1.0	0.0	1.0	1.0	0.0	3.0	1.3376964328642968	0.0	-0.584130380542677	0.5784479996918046	-0.0	0.0	0.0	-1440.600892330239	-1722.7498083491325
1120000	-3491.4043136753016	-314.8671341095771	-3176.5371795657247	0.08708182885285255	0.1602507866350565	1.5330058208893642	0.6875939073570778	-0.49740967188389507	0.656020745190834	0.3165939404535937	1.0	0.0	1.0	1.0	1.0	4.0	1.5330058208893642	0.0	-0.49740967188389507	0.656020745190834	0.3165939404535937	0.0	0.0	-1461.0997134333443	-1715.4374661323807
1130000	-3478.3234163568095	-316.5071927284387	-3161.8162236283706	0.08412963033001097	0.16464176860172638	1.513884754179152	2.378449117127046	-0.5038844300937878	0.7305675757536603	0.18921674111500164	1.0	0.0	1.0	1.0	1.0	4.0	1.513884754179152	0.0	-0.5038844300937878	0.7305675757536603	0.18921674111500164	0.0	0.0	-1464.400141472495	-1697.4160821558755
1140000	-3488.4033098835935	-334.2969007293118	-3154.1064091542817	0.09388001158231736	0.16932790636579018	1.406643765884432	-2.9747406846359135	-0.5401606715865251	0.4373093743788964	0.22884105433946944	1.0	0.0	1.0	1.0	1.0	4.0	1.406643765884432	-0.0	-0.5401606715865251	0.4373093743788964	0.22884105433946944	0.0	0.0	-1453.2518727294191	-1700.8545364248625
1150000	-3491.370640282558	-322.4097410449899	-3168.960899237568	0.09063829303165509	0.15768290723602205	1.487869444123849	-6.708256426052943	-0.5571635459650088	0.6735860915123658	0.058025236675487715	1.0	0.0	1.0	1.0	1.0	4.0	1.487869444123849	-0.0	-0.5571635459650088	0.6735860915123658	0.058025236675487715	0.0	0.0	-1460.7176458318052	-1708.2432534057627
1160000	-3485.039527746653	-313.58943708653976	-3171.4500906601133	0.0828841385708361	0.1610383111846356	1.3842348476116955	2.8120637131314448	-0.5236552588263121	0.7470466942735985	2.7518313905375864	1.0	0.0	1.0	1.0	0.0	3.0	1.3842348476116955	0.0	-0.5236552588263121	0.7470466942735985	0.0	0.0	0.0	-1475.244056168102	-1696.2060344920112
1170000	-3488.8626778622283	-324.1178724123947	-3164.7448054498336	0.08391043833340119	0.17340519705604157	1.6385214997061952	-1.350454026546486	-0.4822167696267547	0.576233113240056	0.2241040262395113	1.0	0.0	1.0	1.0	1.0	4.0	1.6385214997061952	-0.0	-0.4822167696267547	0.576233113240056	0.2241040262395113	0.0	0.0	-1472.3860147360501	-1692.3587907137837
1180000	-3488.411927227058	-321.27397744526223	-3167.137949781796	0.08808723643732447	0.1646327947775152	1.3951140288591577	5.419366182658512	-0.4872427350440809	0.5339416681325221	-1.6683632019424253	1.0	0.0	1.0	1.0	0.0	3.0	1.3951140288591577	0.0	-0.4872427350440809	0.5339416681325221	-0.0	0.0	0.0	-1466.0719079139344	-1701.0660418678615
1190000	-3494.246482847293	-338.23083188958844	-3156.0156509577046	0.09742700614417071	0.16645735394112005	1.5779273509719882	-1.3795392995354612	-0.5544413217790836	0.7332274348723102	0.3970467804467976	1.0	0.0	1.0	1.0	0.0	3.0	1.5779273509719882	-0.0	-0.5544413217790836	0.7332274348723102	0.0	0.0	0.0	-1454.3496842527	-1701.6659667050046
1200000	-3477.240784371173	-285.1720639112564	-3192.0687204599167	0.08556400404788322	0.1344895494521992	1.22997424374584	-0.8924797719600518	-0.533357320036945	0.5549836210524178	3.3670888793884077	1.0	1.0	1.0	1.0	0.0	4.0	1.22997424374584	-0.8924797719600518	-0.533357320036945	0.5549836210524178	0.0	0.0	0.0	-1466.4960062119694	-1725.5727142479473
1210000	-3493.7700717324537	-300.31644770501646	-3193.4536240274374	0.08305887229183395	0.15572968448526575	1.7937428457938553	-0.16011404484576364	-0.5072566878251803	0.8093758208441771	0.1538322948854884	1.0	1.0	1.0	1.0	1.0	5.0	1.7937428457938553	-0.16011404484576364	-0.5072566878251803	0.8093758208441771	0.1538322948854884	0.0	0.0	-1474.7260691085683	-1718.727554918869
1220000	-3480.5897338636646	-285.20937815432234	-3195.3803557093424	0.0738053683805527	0.15237163602416773	1.3599852456531538	-1.4190781400075565	-0.6720546015979691	0.6097915985057498	2.284779135280057	1.0	1.0	1.0	1.0	0.0	4.0	1.3599852456531538	-1.4190781400075565	-0.6720546015979691	0.6097915985057498	0.0	0.0	0.0	-1477.8137082515218	-1717.5666474578204
1230000	-3485.9468256862683	-326.83682088123516	-3159.110004805033	0.09013823205574684	0.16691968230297807	1.5118178611098405	1.9479450596177919	-0.5929474503643496	0.7699106558528285	-1.2420781409612123	1.0	0.0	1.0	1.0	0.0	3.0	1.5118178611098405	0.0	-0.5929474503643496	0.7699106558528285	-0.0	0.0	0.0	-1460.8557354947154	-1698.2542693103173
1240000	-3467.7395072816826	-286.59581809848595	-3181.143689183197	0.07995993456257398	0.14258444870908038	1.393517781491779	-0.8128261410401061	-0.590663588314986	0.6644966605715007	2.5925942127072314	1.0	1.0	1.0	1.0	0.0	4.0	1.393517781491779	-0.8128261410401061	-0.590663588314986	0.6644966605715007	0.0	0.0	0.0	-1460.7320162075061	-1720.4116729756906
1250000	-3481.386759641561	-281.64528491392116	-3199.74147472764	0.08074927925280904	0.14303100670808003	1.6475742382361167	-1.4796977414482575	-0.5880059196402915	0.7231978836931475	0.14547486700520704	1.0	0.0	1.0	1.0	1.0	4.0	1.6475742382361167	-0.0	-0.5880059196402915	0.7231978836931475	0.14547486700520704	0.0	0.0	-1471.3516225908586	-1728.389852136781
1260000	-3480.5153922386744	-316.9682000607391	-3163.5471921779354	0.08594356825328414	0.16462651267572787	1.5403272446896412	-0.9755815148123342	-0.5533397406178254	0.6039679919927374	0.17021414140977648	1.0	0.0	1.0	1.0	1.0	4.0	1.5403272446896412	-0.0	-0.5533397406178254	0.6039679919927374	0.17021414140977648	0.0	0.0	-1456.4266269450457	-1707.1205652328897
1270000	-3474.193623654202	-290.39833034430615	-3183.795293309896	0.07845403738864731	0.15081934214826132	1.2589759047872444	-0.7605222370849255	-0.5151897068820086	0.5760342386047408	-0.9541142141371449	1.0	1.0	1.0	1.0	0.0	4.0	1.2589759047872444	-0.7605222370849255	-0.5151897068820086	0.5760342386047408	-0.0	0.0	0.0	-1475.5255066225736	-1708.2697866873225
1280000	-3488.7086099383014	-332.1192600723098	-3156.5893498659916	0.10339900641239057	0.15571411102296742	1.418450506167991	0.41469993438191477	-0.5506706541295479	0.6274387912343039	0.13287989428393535	1.0	0.0	1.0	1.0	1.0	4.0	1.418450506167991	0.0	-0.5506706541295479	0.6274387912343039	0.13287989428393535	0.0	0.0	-1442.3663756063308	-1714.2229742596605
1290000	-3487.342046202837	-315.5699091010416	-3171.7721371017956	0.08506523442822514	0.16477519656037373	1.404501358174814	-3.174254025282796	-0.5121429421052949	0.5874840213211652	1.101619037135231	1.0	0.0	1.0	1.0	0.0	3.0	1.404501358174814	-0.0	-0.5121429421052949	0.5874840213211652	0.0	0.0	0.0	-1465.3334610790214	-1706.4386760227742
