state	Tree Length	tMRCA	External/Internal ratio	FuLiD
0	1288.5261603478452	12.25103005737541	3.575433184144607	-17.80780075848068
1	1299.6380304251131	11.670909379372315	1.552744794678434	-12.945536898953456
2	1400.3204629387158	12.573738708455519	1.47303325774932	-12.625070261997681
3	1457.436659228375	12.188863590378197	1.5327544399537514	-12.911748291230811
4	1438.877757324176	11.705751705094338	1.4760854264648609	-12.651123194580467
5	1348.2186613159204	12.673860925663002	1.4109906880513678	-12.314933626849205
6	1469.3149985916539	11.738819732237744	1.6439811215676037	-13.38427003145882
7	1419.3409196016353	12.076260301928757	1.456835040468591	-12.555878327203388
8	1484.9499369210978	11.680095077219008	1.570323895218139	-13.082913321325245
9	1502.411684577445	12.036308552388192	1.680171088470366	-13.538560224774562
10	1424.2096718859302	12.86372924419521	1.4243690280898773	-12.403645186953863
11	1339.3354926632708	13.011093595975147	1.4517791921108139	-12.506126882267912
12	1364.7851907937875	12.354370003552027	1.4188680882255702	-12.358456233284489
13	1385.5840016195675	12.404230224491517	1.454380294681377	-12.53373074441089
14	1289.4968986005906	12.152196030126454	1.341411484154336	-11.948053219815195
15	1318.8134025896065	12.717669711856338	1.498682351118707	-12.714292244831348
16	1333.7194167387638	12.065546963953416	1.35523343976315	-12.033740905748864
17	1535.651348386114	11.515616219204752	1.6582015674327157	-13.461089810623248
18	1355.0637547214733	12.85191166550032	1.5610424808162815	-13.001398055809906
19	1310.0227398515951	11.430636063517097	1.529570760140423	-12.848517427636022
20	1451.70282293735	13.84438730199453	1.624837175522688	-13.300926071384207
21	1322.3740902928241	12.219270721678116	1.4267619169803187	-12.381942296101833
22	1448.6170042333765	11.72914854891175	1.6146912602195878	-13.25823714650144
23	1460.5316242655404	12.100316784992195	1.5367150494485955	-12.930082887340335
24	1348.9432469234214	12.150770229338502	1.5081389874836117	-12.767406617409174
25	1504.8045931387699	11.8838833978907	1.7473689088239097	-13.797144453429892
26	1413.234544770078	11.861074295369765	1.5543113674024671	-12.991954555584224
27	1491.4585320794054	11.82817579987581	1.5828377190640428	-13.13807472506995
28	1555.0917900797983	12.90063716079407	1.3971696766808943	-12.307784856322202
29	1382.9190729737625	12.680789009512113	1.3550682563940222	-12.04878488434416
30	1372.629770964022	11.999295762685161	1.4528433659097633	-12.522314388801648
31	1479.308918731692	11.478631338317271	1.6361207270423248	-13.35548172915843
32	1452.9581347173166	12.418403194047805	1.6765659485222615	-13.509129035034556
33	1378.5303876926378	11.982841943369351	1.441859411646754	-12.472583979530752
34	1369.2948993254427	11.984826881080043	1.4466188349518534	-12.492001839773389
35	1452.1637195927617	12.04135726435363	1.4454266437264198	-12.512216432852385
36	1430.7425638198438	11.365433673226876	1.5160735053874275	-12.829702740677014
37	1277.4563728826547	11.523010862581884	1.4647047627054899	-12.543931537292401
38	1486.312125211201	12.317618135170195	1.4880327030764156	-12.719854938870546
39	1446.4029634558515	11.33772977828692	1.440619741158298	-12.487784039159555
40	1432.0049553901322	14.070839770967538	1.5697811106397295	-13.064417083214845
41	1457.6273726559743	14.53285729144978	1.7008920376332273	-13.605592639676356
42	1512.7303359761504	12.186377656223778	1.455072966089641	-12.57480032163493
43	1409.981730775778	12.209572455137065	1.50150323354397	-12.757885972915991
44	1277.0415513039727	12.96344276784805	1.5253115202041547	-12.817313316972509
45	1318.189988232705	11.501151655466808	1.691757563164694	-13.521451761460648
46	1361.7911818669932	13.321366537456617	1.605195844320261	-13.190091752950012
47	1451.1537023441747	11.35163686237037	1.7833357341058573	-13.913037644526947
