# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Nov 30 14:30:20 CET 2022 [seed=1669815016066]
# -beagle_gpu -beagle_order 1 -overwrite -save_every 10000000 -save_state RSV.A.1213.country.cont0.dump.txt RSV.A.1213.country.xml
state	joint	prior	likelihood	country.clock.rate	country.coefficients1	country.coefficients2	country.coefficients3	country.coefficients4	country.coefficients5	country.coefficients6	country.coefficients7	country.coefIndicators1	country.coefIndicators2	country.coefIndicators3	country.coefIndicators4	country.coefIndicators5	country.coefIndicators6	country.coefIndicators7	country.includedPredictors	country.coefficientsTimesIndicators1	country.coefficientsTimesIndicators2	country.coefficientsTimesIndicators3	country.coefficientsTimesIndicators4	country.coefficientsTimesIndicators5	country.coefficientsTimesIndicators6	country.coefficientsTimesIndicators7	country.branchRates	c_allTransitions[1]
3310000	-1530.0651710809896	-80.34940386954688	-1449.7157672114427	0.03942839168143116	0.5663321039843566	1.4362113412912338	-0.3455770932961997	-0.5292030166510411	2.586419933490605	1.2833995151205102	0.6157919802980211	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.5663321039843566	0.0	-0.3455770932961997	-0.0	0.0	1.2833995151205102	0.6157919802980211	0.0	316.0
3320000	-1530.5611255556125	-80.99979049738093	-1449.5613350582316	0.04114093074267826	0.696303602057493	3.292056791175015	-0.2790498326286839	1.4528939138512746	2.0730062325884653	1.3020856164284438	0.8301006639109381	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.696303602057493	0.0	-0.2790498326286839	0.0	0.0	1.3020856164284438	0.8301006639109381	0.0	327.0
3330000	-1532.650650180918	-99.86539992458566	-1432.7852502563323	0.052398299063051115	0.8072469479541431	0.37106231094987613	-0.4877583393652641	4.136395214940239	0.9731364174639535	1.0619037634350126	1.0213802148822626	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.8072469479541431	0.0	-0.4877583393652641	0.0	0.0	1.0619037634350126	1.0213802148822626	0.0	320.0
3340000	-1529.629140242182	-91.9058095194491	-1437.723330722733	0.04947613119621381	0.7697871389705749	-0.7613333815534071	-0.29776839554939893	0.4606691439374894	1.2672778243882552	1.0676484919943259	0.8526852381456196	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.7697871389705749	-0.0	-0.29776839554939893	0.0	0.0	1.0676484919943259	0.8526852381456196	0.0	336.0
3350000	-1528.2826251677538	-87.0959441229354	-1441.1866810448184	0.044794615860359974	0.689723639568775	-3.0229712177633266	-0.46227789140172315	1.0596161368422294	-0.8092411196879865	1.237735356110603	0.8373325450945321	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.689723639568775	-0.0	-0.46227789140172315	0.0	-0.0	1.237735356110603	0.8373325450945321	0.0	337.0
3360000	-1541.7389470063172	-90.50034612793219	-1451.238600878385	0.046623035142510656	0.6771163469824075	-2.7879854925404124	-0.33869632301596614	0.28864891231837964	0.07587088822872484	1.1040422602550626	0.8230556679714255	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.6771163469824075	-0.0	-0.33869632301596614	0.0	0.0	1.1040422602550626	0.8230556679714255	0.0	329.0
3370000	-1539.4173207586005	-94.36469269412873	-1445.0526280644717	0.047687483511369824	0.7390801258838768	-4.289187559072645	-0.3128713469338665	4.804760775828971	0.2904909763594756	1.0789119722219043	0.8496236736125194	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.7390801258838768	-0.0	-0.3128713469338665	0.0	0.0	1.0789119722219043	0.8496236736125194	0.0	340.0
3380000	-1539.032124815924	-94.30513240235236	-1444.7269924135715	0.04895036298919068	0.7727774713212622	0.8198130405218977	-0.4324314047943924	1.4294470780916362	3.123953350846454	1.1983038105929402	0.9979019962267683	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.7727774713212622	0.0	-0.4324314047943924	0.0	0.0	1.1983038105929402	0.9979019962267683	0.0	327.0
3390000	-1528.4235668192716	-85.87897882918499	-1442.5445879900867	0.04261378373733545	0.8187274175645496	3.010922287216231	-0.38964900019176185	2.444444914722541	-3.180793819354991	1.1255003983951086	0.9148469344637085	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.8187274175645496	0.0	-0.38964900019176185	0.0	-0.0	1.1255003983951086	0.9148469344637085	0.0	333.0
3400000	-1534.3067560876705	-103.68421854922659	-1430.6225375384438	0.05401291153875041	0.9586761126411092	-0.4278427505920628	-0.5809632751137837	-0.0178107878987257	-1.5066432371776506	1.161417084463036	0.7415579593729666	1.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0	0.9586761126411092	-0.4278427505920628	-0.5809632751137837	-0.0	-0.0	1.161417084463036	0.7415579593729666	0.0	333.0
3410000	-1538.1095347483745	-86.60979498862618	-1451.4997397597483	0.04452609560990339	0.6746929406660057	-2.2438681938847855	-0.3942584297683095	-2.4173504624004805	-1.16945103783463	1.2089442032071027	0.9835754317189873	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.6746929406660057	-0.0	-0.3942584297683095	-0.0	-0.0	1.2089442032071027	0.9835754317189873	0.0	320.0
3420000	-1533.3972729554791	-96.46247260614192	-1436.9348003493371	0.05150041088795571	0.7030378837383296	-2.5811559296511835	-0.2985881213544411	-2.41720077259703	-2.268460698600309	1.0637940265375068	0.8027782417904309	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.7030378837383296	-0.0	-0.2985881213544411	-0.0	-0.0	1.0637940265375068	0.8027782417904309	0.0	322.0
3430000	-1530.6275827131647	-95.93150088643806	-1434.6960818267266	0.049890321885443005	0.8324957219302249	-0.03576954008857638	-0.2647376066902943	1.162082342966761	-0.4525532892278734	1.0958234276680097	0.7794177165347624	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.8324957219302249	-0.0	-0.2647376066902943	0.0	-0.0	1.0958234276680097	0.7794177165347624	0.0	333.0
3440000	-1533.4114195814366	-76.46874034381763	-1456.942679237619	0.03755506068003959	0.8014272164364274	0.7758472198441532	-0.4979741602588598	3.4554792512053547	-1.1750753234990932	1.3030658109772164	0.9272957300425988	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.8014272164364274	0.0	-0.4979741602588598	0.0	-0.0	1.3030658109772164	0.9272957300425988	0.0	330.0
3450000	-1522.7600126227521	-93.67455696665003	-1429.085455656102	0.04900610222028517	0.8119000989734586	-1.9268386186454598	-0.3742949344722918	-1.0942632922153752	-1.5354024984004429	1.1675338600787328	0.8665579840139952	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.8119000989734586	-0.0	-0.3742949344722918	-0.0	-0.0	1.1675338600787328	0.8665579840139952	0.0	326.0
3460000	-1534.9764759049167	-95.72928548094538	-1439.2471904239712	0.048684413734001834	0.8858570069134974	-2.565657631651059	-0.501406370562634	-1.6296759635494997	-4.347562650281616	1.0241686763295805	0.9194609214094105	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.8858570069134974	-0.0	-0.501406370562634	-0.0	-0.0	1.0241686763295805	0.9194609214094105	0.0	339.0
3470000	-1527.309471205361	-94.72797771445984	-1432.581493490901	0.04904680024595763	0.9820106783473942	-0.2848262991753338	-0.429791959854019	1.7339801924361957	0.9368912312778169	1.2942839489669855	0.934915500918894	1.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0	0.9820106783473942	-0.2848262991753338	-0.429791959854019	0.0	0.0	1.2942839489669855	0.934915500918894	0.0	333.0
3480000	-1536.1160909883079	-89.11303501597546	-1447.0030559723325	0.046611942714071035	0.9038076838477721	-2.3323031352096044	-0.46621658516147557	2.045352025936941	-0.7267684493666323	0.9626716263990661	0.878089500555171	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.9038076838477721	-0.0	-0.46621658516147557	0.0	-0.0	0.9626716263990661	0.878089500555171	0.0	326.0
3490000	-1525.6609946659382	-93.94217891020749	-1431.7188157557307	0.04768176283582999	0.8057241749957065	0.023434213693216237	-0.46298524635009064	-4.841260110588703	-0.9481156660295091	1.066765811387478	0.8882210697318782	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.8057241749957065	0.0	-0.46298524635009064	-0.0	-0.0	1.066765811387478	0.8882210697318782	0.0	323.0
3500000	-1531.0286825120554	-87.80930346788054	-1443.219379044175	0.045787373535926455	0.96620280729929	-2.0887078134664234	-0.3587129307320452	-2.567263225589579	0.18061853906131967	1.0027623481514543	0.9376884952516498	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.96620280729929	-0.0	-0.3587129307320452	-0.0	0.0	1.0027623481514543	0.9376884952516498	0.0	341.0
3510000	-1539.0028368173964	-99.21124550054408	-1439.7915913168524	0.05124117007772723	0.8856033475221651	-0.32790087967981685	-0.5269181204709941	-2.068285911963141	-2.5823758925412976	1.0573543258551805	0.7490642209280626	1.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0	0.8856033475221651	-0.32790087967981685	-0.5269181204709941	-0.0	-0.0	1.0573543258551805	0.7490642209280626	0.0	333.0
3520000	-1537.3099573237764	-97.4249837584229	-1439.8849735653534	0.050781832388202316	0.992607798651892	4.631081260872925	-0.3622933588068906	-1.8321388445677114	2.3639037854298723	0.9671522261930956	0.8067772570584348	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.992607798651892	0.0	-0.3622933588068906	-0.0	0.0	0.9671522261930956	0.8067772570584348	0.0	331.0
3530000	-1534.5665767163819	-90.29711004650575	-1444.269466669876	0.047028748737116724	0.6906306874371394	2.19809881645386	-0.3602012629925334	0.9925649226937919	1.801398512899691	1.207091896325966	0.9651170356393186	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.6906306874371394	0.0	-0.3602012629925334	0.0	0.0	1.207091896325966	0.9651170356393186	0.0	343.0
3540000	-1519.778611730461	-88.53937246153536	-1431.2392392689258	0.0461093808061982	0.7308738997716019	-3.3935994024707323	-0.36568041412444147	-0.3054961199025019	0.38279708196591744	1.1007545034741204	0.8585978352623848	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.7308738997716019	-0.0	-0.36568041412444147	-0.0	0.0	1.1007545034741204	0.8585978352623848	0.0	330.0
3550000	-1530.200512972682	-88.21094410346602	-1441.9895688692159	0.04569475489674255	0.8963816921054272	-0.5355395623742998	-0.4676866030985724	-1.430862846197196	-2.129151055763011	1.2113671940232953	1.007338108581485	1.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0	0.8963816921054272	-0.0	-0.4676866030985724	-0.0	-0.0	1.2113671940232953	1.007338108581485	0.0	331.0
