# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Nov 30 15:18:38 CET 2022 [seed=1669817914814]
# -beagle_gpu -beagle_order 1 -overwrite -save_every 10000000 -save_state RSV.A.1213.country.cont0.dump.txt RSV.A.1213.country.xml
state	joint	prior	likelihood	country.clock.rate	country.coefficients1	country.coefficients2	country.coefficients3	country.coefficients4	country.coefficients5	country.coefIndicators1	country.coefIndicators2	country.coefIndicators3	country.coefIndicators4	country.coefIndicators5	country.includedPredictors	country.coefficientsTimesIndicators1	country.coefficientsTimesIndicators2	country.coefficientsTimesIndicators3	country.coefficientsTimesIndicators4	country.coefficientsTimesIndicators5	country.branchRates	c_allTransitions[1]
790000	-1611.0491371258022	-131.26318877973097	-1479.7859483460713	0.07650989218450759	1.66190213254207	3.334853980032407	-0.6781808862330302	0.40910352998370786	3.0401155879801043	1.0	0.0	1.0	1.0	0.0	3.0	1.66190213254207	0.0	-0.6781808862330302	0.40910352998370786	0.0	0.0	338.0
800000	-1610.0219814166255	-119.00667111516319	-1491.0153103014623	0.06887823043991458	1.696586906156077	-1.330511466092759	-0.687480300133082	0.46645549520850293	0.26046088067223117	1.0	0.0	1.0	1.0	0.0	3.0	1.696586906156077	-0.0	-0.687480300133082	0.46645549520850293	0.0	0.0	315.0
810000	-1611.583254228593	-106.50995665107423	-1505.0732975775188	0.06290098815715224	1.7763380875260346	0.11120170684680053	-0.7313510220984433	0.5744824343985819	1.7281436621841084	1.0	0.0	1.0	1.0	0.0	3.0	1.7763380875260346	0.0	-0.7313510220984433	0.5744824343985819	0.0	0.0	337.0
820000	-1617.1479152861373	-120.89762095868426	-1496.250294327453	0.06869110726340664	1.6403575815535623	2.3224790853089003	-0.7439064451588722	0.5643352557812384	0.09073049297274755	1.0	0.0	1.0	1.0	0.0	3.0	1.6403575815535623	0.0	-0.7439064451588722	0.5643352557812384	0.0	0.0	330.0
830000	-1613.6973202762556	-141.74639713363777	-1471.9509231426177	0.0834257099987679	1.4423666094236067	-0.05461521365241155	-0.6537503888144378	0.42891858123786514	-2.2299646699850793	1.0	1.0	1.0	1.0	0.0	4.0	1.4423666094236067	-0.05461521365241155	-0.6537503888144378	0.42891858123786514	-0.0	0.0	340.0
840000	-1614.2303129956317	-135.87326213335982	-1478.357050862272	0.08035297547971447	1.626148785916042	-0.8649279434801129	-0.547595737809729	0.4528673330556909	0.13149338908254274	1.0	0.0	1.0	1.0	0.0	3.0	1.626148785916042	-0.0	-0.547595737809729	0.4528673330556909	0.0	0.0	338.0
850000	-1615.4528223606815	-121.2597859466992	-1494.1930364139823	0.06975101880424453	1.92261894347987	-2.439399589481045	-0.7639254306789017	0.5610515719225941	0.254876033626922	1.0	0.0	1.0	1.0	1.0	4.0	1.92261894347987	-0.0	-0.7639254306789017	0.5610515719225941	0.254876033626922	0.0	328.0
860000	-1604.2052341958292	-119.16813340654295	-1485.0371007892863	0.0693663740013252	1.6576676272522202	-0.21969674218316446	-0.6889529379254264	0.41779979276121126	2.349693863762315	1.0	0.0	1.0	1.0	0.0	3.0	1.6576676272522202	-0.0	-0.6889529379254264	0.41779979276121126	0.0	0.0	320.0
870000	-1611.1306506970775	-138.4294788478759	-1472.7011718492015	0.0793052522625038	1.5411067838651826	3.649944143867632	-0.619379730288283	0.3458265688680426	0.2185923318703955	1.0	0.0	1.0	1.0	1.0	4.0	1.5411067838651826	0.0	-0.619379730288283	0.3458265688680426	0.2185923318703955	0.0	336.0
880000	-1623.2267506770434	-127.08809387573908	-1496.1386568013043	0.07391317862433527	1.609145674347157	-2.524838618572469	-0.6418520236600419	0.43355055979900936	1.330983329575334	1.0	0.0	1.0	1.0	0.0	3.0	1.609145674347157	-0.0	-0.6418520236600419	0.43355055979900936	0.0	0.0	332.0
890000	-1614.1347842338091	-121.08765629242201	-1493.047127941387	0.07016567177765644	1.532512707940437	-0.28874063727750227	-0.672898223111054	0.41181313369274236	0.18397401628858126	1.0	0.0	1.0	1.0	1.0	4.0	1.532512707940437	-0.0	-0.672898223111054	0.41181313369274236	0.18397401628858126	0.0	319.0
900000	-1612.0302964915898	-136.27825118033317	-1475.7520453112566	0.07830701440246615	1.647476319002112	0.3447859150358492	-0.540245696111187	0.37492444181691253	0.26092657803707525	1.0	0.0	1.0	1.0	1.0	4.0	1.647476319002112	0.0	-0.540245696111187	0.37492444181691253	0.26092657803707525	0.0	311.0
910000	-1613.9963977536327	-142.30659035128804	-1471.6898074023447	0.08436578132320005	1.4996522800927108	-3.025283596836647	-0.4988323079821481	0.290148406806025	-0.14927422640311494	1.0	0.0	1.0	1.0	0.0	3.0	1.4996522800927108	-0.0	-0.4988323079821481	0.290148406806025	-0.0	0.0	334.0
920000	-1615.336351755845	-131.84278266495744	-1483.4935690908876	0.07810756669674376	1.650187096879268	0.2780528973317749	-0.6148698420110735	0.47272713915998676	1.8043277409092686	1.0	0.0	1.0	1.0	0.0	3.0	1.650187096879268	0.0	-0.6148698420110735	0.47272713915998676	0.0	0.0	331.0
930000	-1610.5119955189514	-122.25915574512933	-1488.252839773822	0.07191379325900732	1.4880609906620428	2.1097683882990363	-0.5993738952327281	0.458809016408905	-0.9876122334054717	1.0	0.0	1.0	1.0	0.0	3.0	1.4880609906620428	0.0	-0.5993738952327281	0.458809016408905	-0.0	0.0	318.0
940000	-1617.4516317527884	-146.33954061105834	-1471.1120911417302	0.08629097256411794	1.5343538046910241	-0.06800041766261139	-0.5424756970169514	0.29259461961770983	0.35940209747140256	1.0	0.0	1.0	1.0	1.0	4.0	1.5343538046910241	-0.0	-0.5424756970169514	0.29259461961770983	0.35940209747140256	0.0	335.0
950000	-1603.0673826546933	-128.35241970048187	-1474.7149629542114	0.07624403927133976	1.6165587827307917	-2.7369416536243483	-0.6097968888456377	0.5932780360433133	1.668542360933358	1.0	0.0	1.0	1.0	0.0	3.0	1.6165587827307917	-0.0	-0.6097968888456377	0.5932780360433133	0.0	0.0	325.0
960000	-1621.1691351931875	-122.32972730189427	-1498.8394078912931	0.07048183788723132	1.615484632277358	3.2524375897102056	-0.6911233838840871	0.48223062467650313	0.2071022934804625	1.0	0.0	1.0	1.0	1.0	4.0	1.615484632277358	0.0	-0.6911233838840871	0.48223062467650313	0.2071022934804625	0.0	334.0
970000	-1609.82179305641	-136.79217121414288	-1473.029621842267	0.07870211328230578	1.663212682048497	1.9546558387318163	-0.7613891400105162	0.624980846123683	2.495565235225688	1.0	0.0	1.0	1.0	0.0	3.0	1.663212682048497	0.0	-0.7613891400105162	0.624980846123683	0.0	0.0	326.0
980000	-1615.685748814816	-115.6959484382377	-1499.9898003765782	0.06627339268102955	1.8316901879675807	1.4029604314342399	-0.8175799270717556	0.589956084448015	-2.4705237942726903	1.0	0.0	1.0	1.0	0.0	3.0	1.8316901879675807	0.0	-0.8175799270717556	0.589956084448015	-0.0	0.0	337.0
990000	-1612.5426870920007	-122.4562560097021	-1490.0864310822985	0.07169410039999931	1.7034376528835844	0.48543620439382695	-0.6364149051252067	0.4028540157903187	0.2982574771755793	1.0	0.0	1.0	1.0	1.0	4.0	1.7034376528835844	0.0	-0.6364149051252067	0.4028540157903187	0.2982574771755793	0.0	328.0
1000000	-1608.0335189103866	-135.81949818203222	-1472.2140207283544	0.07774556340452703	1.5494538638008954	-2.2243269526785308	-0.5412188323195588	0.32812700264854505	0.14689766621421085	1.0	0.0	1.0	1.0	1.0	4.0	1.5494538638008954	-0.0	-0.5412188323195588	0.32812700264854505	0.14689766621421085	0.0	323.0
1010000	-1609.0953500408884	-138.86796696035893	-1470.2273830805295	0.07954594380856483	1.385718315416395	-5.926741849260342	-0.667165536458151	0.36352854959880976	-0.012650869019617025	1.0	0.0	1.0	1.0	0.0	3.0	1.385718315416395	-0.0	-0.667165536458151	0.36352854959880976	-0.0	0.0	332.0
1020000	-1606.7082217714546	-136.08835530803694	-1470.6198664634178	0.08029775857850056	1.3289733483266726	-0.6258128312335052	-0.5327083885305721	0.2965346475072204	-2.1174993539530833	1.0	0.0	1.0	1.0	0.0	3.0	1.3289733483266726	-0.0	-0.5327083885305721	0.2965346475072204	-0.0	0.0	317.0
1030000	-1617.2021273886248	-124.75311511483184	-1492.449012273793	0.07341834610583596	1.6632412617053727	-1.2308685134624429	-0.537019882496814	0.4236437956156393	-0.537122231828755	1.0	0.0	1.0	1.0	0.0	3.0	1.6632412617053727	-0.0	-0.537019882496814	0.4236437956156393	-0.0	0.0	330.0
1040000	-1611.526069999059	-132.63314097222005	-1478.892929026839	0.07710477678778642	1.677911062504766	2.2020691582987126	-0.5359198228130159	0.4040258527276142	0.28389337150774185	1.0	0.0	1.0	1.0	1.0	4.0	1.677911062504766	0.0	-0.5359198228130159	0.4040258527276142	0.28389337150774185	0.0	322.0
1050000	-1616.4343889180384	-139.97918191146013	-1476.4552070065783	0.08144721696718067	1.4511250388785473	-3.4014633040041553	-0.5912134101229066	0.3612657831331492	0.13242420724704282	1.0	0.0	1.0	1.0	0.0	3.0	1.4511250388785473	-0.0	-0.5912134101229066	0.3612657831331492	0.0	0.0	322.0
1060000	-1619.7225067440029	-109.0661171154844	-1510.6563896285186	0.06477340372291025	1.9034648946263737	1.2215107844165847	-0.9321544950365845	0.5485328243633174	0.6674896626452864	1.0	0.0	1.0	1.0	0.0	3.0	1.9034648946263737	0.0	-0.9321544950365845	0.5485328243633174	0.0	0.0	325.0
1070000	-1617.5249748209528	-112.52934385509566	-1504.9956309658571	0.06564140487817689	1.7409038092690459	0.6419476266884492	-0.6513734848654298	0.5154256259241299	1.337791574185622	1.0	0.0	1.0	1.0	0.0	3.0	1.7409038092690459	0.0	-0.6513734848654298	0.5154256259241299	0.0	0.0	325.0
1080000	-1616.2145474299903	-126.8237493006185	-1489.3907981293717	0.07221899080046237	1.607001209263378	-4.3144702890365405	-0.6468879878031382	0.32857906311303253	0.1954160703688958	1.0	0.0	1.0	1.0	1.0	4.0	1.607001209263378	-0.0	-0.6468879878031382	0.32857906311303253	0.1954160703688958	0.0	322.0
1090000	-1618.4077241499174	-117.62149775252013	-1500.7862263973973	0.06940616578635755	1.7958017435324416	-0.46215092509357975	-0.6213175441120817	0.5203488426920391	-0.2707540643881793	1.0	0.0	1.0	1.0	0.0	3.0	1.7958017435324416	-0.0	-0.6213175441120817	0.5203488426920391	-0.0	0.0	328.0
1100000	-1607.8610565933368	-122.83107776476646	-1485.0299788285704	0.0720541769150017	1.585754824873731	-0.3390938514324314	-0.6163901617735468	0.48634716115854293	0.9222879108588076	1.0	0.0	1.0	1.0	0.0	3.0	1.585754824873731	-0.0	-0.6163901617735468	0.48634716115854293	0.0	0.0	326.0
1110000	-1612.4481844523593	-140.2429269255432	-1472.2052575268162	0.08177403465457979	1.7044850631000428	-0.1889643329813609	-0.5121568904823971	0.4807999194703071	1.1845554880213913	1.0	1.0	1.0	1.0	0.0	4.0	1.7044850631000428	-0.1889643329813609	-0.5121568904823971	0.4807999194703071	0.0	0.0	321.0
1120000	-1614.1272337672358	-134.75063926038263	-1479.376594506853	0.08055293261828406	1.550795225700607	-0.7035495262238446	-0.479818165467858	0.39338843378667476	-1.1702923555813811	1.0	0.0	1.0	1.0	0.0	3.0	1.550795225700607	-0.0	-0.479818165467858	0.39338843378667476	-0.0	0.0	338.0
1130000	-1612.1877953892956	-131.32503016518052	-1480.862765224115	0.07992964957798872	1.690743815742136	-0.1642726361786191	-0.5713150671140337	0.435581819387082	1.7734748276017513	1.0	1.0	1.0	1.0	0.0	4.0	1.690743815742136	-0.1642726361786191	-0.5713150671140337	0.435581819387082	0.0	0.0	339.0
1140000	-1617.7090208014974	-115.19312550556387	-1502.5158952959337	0.06685885954203792	1.8646682547849036	2.08015528159609	-0.7562760375312751	0.4881916256164527	-1.4978621121444062	1.0	0.0	1.0	1.0	0.0	3.0	1.8646682547849036	0.0	-0.7562760375312751	0.4881916256164527	-0.0	0.0	333.0
1150000	-1614.8970627084323	-126.99563022308485	-1487.9014324853474	0.07657199516982832	1.7406442549717376	-2.5910489720980268	-0.7655394871922279	0.49402944967193735	-0.5415414843999821	1.0	0.0	1.0	1.0	0.0	3.0	1.7406442549717376	-0.0	-0.7655394871922279	0.49402944967193735	-0.0	0.0	353.0
1160000	-1611.0976787315467	-120.39245292281299	-1490.7052258087338	0.07106844045608343	1.841226237238569	-0.4739977048346783	-0.6214666256179295	0.6655613673891636	1.609259269111739	1.0	0.0	1.0	1.0	0.0	3.0	1.841226237238569	-0.0	-0.6214666256179295	0.6655613673891636	0.0	0.0	334.0
1170000	-1613.9709322587914	-129.05565154232858	-1484.9152807164628	0.07618941822267014	1.5557797583424668	-0.18299063272684485	-0.6216528762939666	0.6215651060949484	0.6998427183496216	1.0	1.0	1.0	1.0	0.0	4.0	1.5557797583424668	-0.18299063272684485	-0.6216528762939666	0.6215651060949484	0.0	0.0	319.0
1180000	-1610.9365075626201	-118.1564831892812	-1492.7800243733388	0.06664976185100108	1.9290489875743653	-0.2642761056008193	-0.6942445764429112	0.44460318946564	-3.743028986479884	1.0	0.0	1.0	1.0	0.0	3.0	1.9290489875743653	-0.0	-0.6942445764429112	0.44460318946564	-0.0	0.0	320.0
1190000	-1612.9548201167052	-130.43907995202753	-1482.5157401646777	0.07534551078428676	1.650531414610256	0.9131245516877451	-0.7620994012835326	0.44383073535120854	1.646806468113788	1.0	0.0	1.0	1.0	0.0	3.0	1.650531414610256	0.0	-0.7620994012835326	0.44383073535120854	0.0	0.0	323.0
1200000	-1617.4322888411536	-126.54067666916002	-1490.8916121719935	0.07422747695047852	1.8641992034039947	-1.232862165773698	-0.7725450960886966	0.5677029176071083	3.222777525400953	1.0	0.0	1.0	1.0	0.0	3.0	1.8641992034039947	-0.0	-0.7725450960886966	0.5677029176071083	0.0	0.0	336.0
1210000	-1611.6050787038928	-116.27066244373606	-1495.3344162601568	0.06585989097773172	2.1339391506179957	-0.3209536624135255	-0.834204230331591	0.836881165190465	-1.5970212206453311	1.0	1.0	1.0	1.0	0.0	4.0	2.1339391506179957	-0.3209536624135255	-0.834204230331591	0.836881165190465	-0.0	0.0	325.0
1220000	-1610.1284304513013	-117.56695906974521	-1492.561471381556	0.06868645674242685	1.839862541983291	-0.14733871827072487	-0.8709625306204127	0.5020672375367684	0.10051086926337563	1.0	0.0	1.0	1.0	1.0	4.0	1.839862541983291	-0.0	-0.8709625306204127	0.5020672375367684	0.10051086926337563	0.0	332.0
1230000	-1624.3397968101249	-117.88050372501728	-1506.4592930851077	0.0692145045131326	1.3979339141003067	1.8951521402328315	-0.5414897912353872	0.5123707235912386	1.64517565595265	1.0	0.0	1.0	1.0	0.0	3.0	1.3979339141003067	0.0	-0.5414897912353872	0.5123707235912386	0.0	0.0	328.0
1240000	-1620.7658121846603	-137.27465734484596	-1483.4911548398143	0.07973244559154079	1.4256787402147817	-0.24941980541152642	-0.5990384523691862	0.380238563870757	-5.428488892126432	1.0	0.0	1.0	1.0	0.0	3.0	1.4256787402147817	-0.0	-0.5990384523691862	0.380238563870757	-0.0	0.0	315.0
1250000	-1613.4998457844044	-137.56409538303316	-1475.9357504013713	0.07986162467922493	1.544034996125122	-4.175818800697324	-0.6456549974408223	0.48031552713390274	-3.0847230648477972	1.0	0.0	1.0	1.0	0.0	3.0	1.544034996125122	-0.0	-0.6456549974408223	0.48031552713390274	-0.0	0.0	321.0
1260000	-1617.354958768325	-138.33274485472336	-1479.0222139136017	0.08240637806379354	1.512271077294543	2.6761233419256607	-0.6949726343477133	0.4913287470399841	-2.6549959339118994	1.0	0.0	1.0	1.0	0.0	3.0	1.512271077294543	0.0	-0.6949726343477133	0.4913287470399841	-0.0	0.0	327.0
1270000	-1606.1827690851767	-124.38617324993191	-1481.7965958352447	0.0740016793786962	1.5739454536756137	0.4467610344890665	-0.6708621490292085	0.4767969671933632	1.396940861531429	1.0	0.0	1.0	1.0	0.0	3.0	1.5739454536756137	0.0	-0.6708621490292085	0.4767969671933632	0.0	0.0	336.0
1280000	-1609.6804990266457	-114.15593829606524	-1495.5245607305806	0.06362142100855725	1.954638407199778	3.78626864676958	-0.760920224520842	0.665999587524845	0.14359383021242308	1.0	0.0	1.0	1.0	1.0	4.0	1.954638407199778	0.0	-0.760920224520842	0.665999587524845	0.14359383021242308	0.0	321.0
1290000	-1612.0415607388022	-131.34607076420266	-1480.6954899745995	0.07834634093095948	1.722818358591241	-2.229123494282868	-0.47494451055725134	0.589270386412273	0.2532419893897552	1.0	0.0	1.0	1.0	1.0	4.0	1.722818358591241	-0.0	-0.47494451055725134	0.589270386412273	0.2532419893897552	0.0	335.0
1300000	-1615.400217812725	-125.03361222649575	-1490.3666055862293	0.07410242377995847	1.6334227611119487	-1.1502498094023548	-0.6514309441552509	0.614399339140917	-2.8424170754814515	1.0	0.0	1.0	1.0	0.0	3.0	1.6334227611119487	-0.0	-0.6514309441552509	0.614399339140917	-0.0	0.0	328.0
1310000	-1607.4592686127678	-131.34086939807244	-1476.1183992146953	0.07912895614850887	1.633837876470244	-0.1513168766489544	-0.744824321181555	0.4035406211649674	1.124612360701362	1.0	1.0	1.0	1.0	0.0	4.0	1.633837876470244	-0.1513168766489544	-0.744824321181555	0.4035406211649674	0.0	0.0	331.0
1320000	-1606.5305181910298	-131.95194379726502	-1474.5785743937647	0.0759165862467332	1.8195793500154813	-0.938841272481437	-0.6968234986229106	0.49311043176618685	0.2687107561152877	1.0	0.0	1.0	1.0	1.0	4.0	1.8195793500154813	-0.0	-0.6968234986229106	0.49311043176618685	0.2687107561152877	0.0	332.0
1330000	-1616.481405168095	-123.92921554392252	-1492.5521896241726	0.07282216306453186	1.9200627888262318	2.9368030917207806	-0.8123948901143139	0.4137063460627958	-2.252723469687446	1.0	0.0	1.0	1.0	0.0	3.0	1.9200627888262318	0.0	-0.8123948901143139	0.4137063460627958	-0.0	0.0	338.0
1340000	-1611.8223409968684	-124.4533306331863	-1487.369010363682	0.0719806619698292	1.773041119170443	-4.813606893100912	-0.7253404794868888	0.5512285855058078	-0.45450481965315603	1.0	0.0	1.0	1.0	0.0	3.0	1.773041119170443	-0.0	-0.7253404794868888	0.5512285855058078	-0.0	0.0	336.0
1350000	-1611.2732884925256	-115.98552977504468	-1495.287758717481	0.06646307076416152	1.6798936195279697	-2.875929809160802	-0.6386237038270227	0.5799264375303262	-3.4045663160709454	1.0	0.0	1.0	1.0	0.0	3.0	1.6798936195279697	-0.0	-0.6386237038270227	0.5799264375303262	-0.0	0.0	323.0
1360000	-1612.0020976985465	-125.15891509560728	-1486.8431826029394	0.07325377821844405	1.7982489633983267	-1.36586753751515	-0.598287090630546	0.3125474362639688	0.24903425213578437	1.0	0.0	1.0	1.0	1.0	4.0	1.7982489633983267	-0.0	-0.598287090630546	0.3125474362639688	0.24903425213578437	0.0	328.0
1370000	-1615.6092290771596	-119.92084471923286	-1495.6883843579267	0.07102701468294728	1.5669583326862015	-0.18864164282182175	-0.5922122041729045	0.41248873739708813	0.8153899747914686	1.0	0.0	1.0	1.0	0.0	3.0	1.5669583326862015	-0.0	-0.5922122041729045	0.41248873739708813	0.0	0.0	338.0
1380000	-1615.488858134732	-134.7169844010339	-1480.7718737336982	0.08056395761916431	1.5285456584876758	-2.6867692379967765	-0.6815762537836428	0.35523769541175415	1.9076576885978902	1.0	0.0	1.0	1.0	0.0	3.0	1.5285456584876758	-0.0	-0.6815762537836428	0.35523769541175415	0.0	0.0	328.0
1390000	-1619.7539809981279	-125.09775598892676	-1494.656225009201	0.07211571192705594	1.6121880637905985	-0.6496813510806587	-0.6596294370020143	0.4004449081516704	-1.5895017758869572	1.0	0.0	1.0	1.0	0.0	3.0	1.6121880637905985	-0.0	-0.6596294370020143	0.4004449081516704	-0.0	0.0	327.0
1400000	-1612.7955601199099	-147.19336279634987	-1465.60219732356	0.08373205650570426	1.4829925805361974	-0.07314952289821083	-0.49479433109798265	0.3209196255453851	0.33745945325388216	1.0	1.0	1.0	1.0	1.0	5.0	1.4829925805361974	-0.07314952289821083	-0.49479433109798265	0.3209196255453851	0.33745945325388216	0.0	328.0
1410000	-1612.5518710796393	-120.6677456984725	-1491.8841253811668	0.07533623001909516	1.5740660231100259	-1.9748120968798097	-0.7421987065511451	0.3900255928495111	1.3059918875954353	1.0	0.0	1.0	1.0	0.0	3.0	1.5740660231100259	-0.0	-0.7421987065511451	0.3900255928495111	0.0	0.0	318.0
1420000	-1610.1705643932723	-117.20363836037941	-1492.9669260328928	0.06723290696565408	1.9180335939727815	-4.289599738804071	-0.7403346959249256	0.6525361604181634	1.9749485930453232	1.0	0.0	1.0	1.0	0.0	3.0	1.9180335939727815	-0.0	-0.7403346959249256	0.6525361604181634	0.0	0.0	333.0
1430000	-1615.3733054164877	-111.67413112117404	-1503.6991742953137	0.06390458570073632	1.9638134809811916	-3.0250515130177136	-0.7619785141824883	0.7334078215403074	3.8866750345987757	1.0	0.0	1.0	1.0	0.0	3.0	1.9638134809811916	-0.0	-0.7619785141824883	0.7334078215403074	0.0	0.0	333.0
1440000	-1615.740186330213	-142.7849371173284	-1472.9552492128846	0.08448612302804819	1.4989346729385198	-2.3666482642217055	-0.6801096854121155	0.31737702416403973	0.3932352385888118	1.0	0.0	1.0	1.0	0.0	3.0	1.4989346729385198	-0.0	-0.6801096854121155	0.31737702416403973	0.0	0.0	327.0
1450000	-1614.548328342416	-116.91168905477392	-1497.636639287642	0.06787737145519954	1.5437164876221545	1.6344479958529354	-0.6963427180835126	0.3298097402016195	1.971553409923706	1.0	0.0	1.0	1.0	0.0	3.0	1.5437164876221545	0.0	-0.6963427180835126	0.3298097402016195	0.0	0.0	318.0
1460000	-1618.6159538416532	-159.1446716060276	-1459.4712822356257	0.09120213249005292	1.8687437352009013	-0.4225553860465224	-0.7494815549671952	0.5267972690901469	-1.91523415867983	1.0	1.0	1.0	1.0	0.0	4.0	1.8687437352009013	-0.4225553860465224	-0.7494815549671952	0.5267972690901469	-0.0	0.0	349.0
1470000	-1616.0650208488105	-129.42089437203663	-1486.6441264767739	0.07555395992763404	1.8466009074557197	2.4467158104704128	-0.5915830779623504	0.4319037628711147	0.39177251354678067	1.0	0.0	1.0	1.0	1.0	4.0	1.8466009074557197	0.0	-0.5915830779623504	0.4319037628711147	0.39177251354678067	0.0	331.0
1480000	-1620.6582178238234	-136.77583688658234	-1483.8823809372411	0.08058008425332944	1.6816412484970367	1.044669815582394	-0.7433116744004452	0.3196561115009459	1.0630943249281875	1.0	0.0	1.0	1.0	0.0	3.0	1.6816412484970367	0.0	-0.7433116744004452	0.3196561115009459	0.0	0.0	323.0
1490000	-1614.9325710623111	-154.3797608067881	-1460.5528102555231	0.09055638209011807	1.6228452549139494	-0.18868394687724516	-0.6783688806129325	0.5489539190303392	0.2532461406810864	1.0	1.0	1.0	1.0	1.0	5.0	1.6228452549139494	-0.18868394687724516	-0.6783688806129325	0.5489539190303392	0.2532461406810864	0.0	338.0
1500000	-1609.7764270394994	-114.91673891313505	-1494.8596881263643	0.06710953734149905	1.7281387615358184	0.7415046605539438	-0.8211128944140699	0.5137856242910877	0.2264244779744155	1.0	0.0	1.0	1.0	0.0	3.0	1.7281387615358184	0.0	-0.8211128944140699	0.5137856242910877	0.0	0.0	331.0
1510000	-1610.4389151020343	-131.96788313183842	-1478.471031970196	0.0772266955515834	1.442531560451109	-1.6226656989577168	-0.5711116958617334	0.4425463221190006	1.938057485848959	1.0	0.0	1.0	1.0	0.0	3.0	1.442531560451109	-0.0	-0.5711116958617334	0.4425463221190006	0.0	0.0	328.0
1520000	-1617.5033905577095	-123.22958320889349	-1494.273807348816	0.07308309691652316	1.9141081551189818	0.11420091150841365	-0.7429603556481602	0.5778247072411701	0.3635672221836694	1.0	0.0	1.0	1.0	0.0	3.0	1.9141081551189818	0.0	-0.7429603556481602	0.5778247072411701	0.0	0.0	345.0
1530000	-1602.0529155648105	-127.36302980368832	-1474.6898857611222	0.07491638896707503	1.7656515961363004	1.705541392328114	-0.717889598877398	0.6477793854869912	2.6052394638613845	1.0	0.0	1.0	1.0	0.0	3.0	1.7656515961363004	0.0	-0.717889598877398	0.6477793854869912	0.0	0.0	323.0
1540000	-1615.4842753865576	-141.20533660076484	-1474.2789387857927	0.08322283168355334	1.7076391469302563	2.0448064773942547	-0.5603784653094024	0.4839429921458485	-0.8923809855097592	1.0	0.0	1.0	1.0	0.0	3.0	1.7076391469302563	0.0	-0.5603784653094024	0.4839429921458485	-0.0	0.0	327.0
1550000	-1614.6971794135302	-135.5246139788931	-1479.1725654346371	0.07912794927186477	1.4733553568481215	-0.2584296668410794	-0.7079412899165162	0.3694369226591569	1.8940500739331705	1.0	0.0	1.0	1.0	0.0	3.0	1.4733553568481215	-0.0	-0.7079412899165162	0.3694369226591569	0.0	0.0	320.0
1560000	-1614.122372281837	-119.25257946764216	-1494.8697928141949	0.0716953829807372	1.598454601587771	-0.42433384694252946	-0.7107112448329086	0.40136479645835577	0.6723320333899753	1.0	0.0	1.0	1.0	0.0	3.0	1.598454601587771	-0.0	-0.7107112448329086	0.40136479645835577	0.0	0.0	320.0
1570000	-1611.614828587515	-128.14943353929496	-1483.46539504822	0.0750582395479884	1.5282459416534773	2.753218981552243	-0.5383967860863118	0.5484000124801126	-0.8697241067061374	1.0	0.0	1.0	1.0	0.0	3.0	1.5282459416534773	0.0	-0.5383967860863118	0.5484000124801126	-0.0	0.0	316.0
1580000	-1609.6045280290953	-120.75584229713772	-1488.8486857319576	0.07106358951841926	1.6095385817351018	-1.6826465750127388	-0.5902900107726362	0.4726792422719849	-2.6676440055362436	1.0	0.0	1.0	1.0	0.0	3.0	1.6095385817351018	-0.0	-0.5902900107726362	0.4726792422719849	-0.0	0.0	326.0
1590000	-1613.0761206932093	-137.8585586761326	-1475.2175620170767	0.08220684300635794	1.4576825667352076	1.1355711992976076	-0.6113909216696293	0.46372514412318566	-1.3470333264436138	1.0	0.0	1.0	1.0	0.0	3.0	1.4576825667352076	0.0	-0.6113909216696293	0.46372514412318566	-0.0	0.0	331.0
1600000	-1610.9304205302233	-117.18012727587713	-1493.7502932543462	0.06835333819193916	1.6314438838910523	1.5229887160245779	-0.6357664854263103	0.5054824903414623	0.29089118600200814	1.0	0.0	1.0	1.0	0.0	3.0	1.6314438838910523	0.0	-0.6357664854263103	0.5054824903414623	0.0	0.0	331.0
1610000	-1612.2043727778562	-131.58480996407948	-1480.6195628137766	0.07664173463451485	1.5822719692743614	-0.9262312542533563	-0.6474545859139069	0.4171241841232281	0.14293970865868275	1.0	0.0	1.0	1.0	1.0	4.0	1.5822719692743614	-0.0	-0.6474545859139069	0.4171241841232281	0.14293970865868275	0.0	330.0
1620000	-1616.685822224586	-156.850192775707	-1459.835629448879	0.09205520032102646	1.7439662496131125	-0.3999188021342663	-0.6331094901313138	0.4350763258222715	0.12438579392038912	1.0	1.0	1.0	1.0	1.0	5.0	1.7439662496131125	-0.3999188021342663	-0.6331094901313138	0.4350763258222715	0.12438579392038912	0.0	349.0
1630000	-1616.1340489369857	-119.7150453340714	-1496.4190036029142	0.06970668517774674	1.77767610555438	1.4733383739784993	-0.6931529454249957	0.6989947969018703	0.17206828529290505	1.0	0.0	1.0	1.0	0.0	3.0	1.77767610555438	0.0	-0.6931529454249957	0.6989947969018703	0.0	0.0	331.0
1640000	-1610.7008660620443	-128.52221412957687	-1482.1786519324673	0.07711734953144583	1.6646847528898878	0.510687048562376	-0.7608518628503986	0.4475232566925074	1.080001268731163	1.0	0.0	1.0	1.0	0.0	3.0	1.6646847528898878	0.0	-0.7608518628503986	0.4475232566925074	0.0	0.0	331.0
