# BEAST v1.10.5 Prerelease #23570d1
# Generated Thu Dec 01 10:35:30 CET 2022 [seed=1669887324584]
# -beagle_gpu -beagle_order 1 -overwrite -save_every 10000000 -save_state RSV.AB.country.cont0.dump.txt RSV.AB.country.xml
state	joint	prior	likelihood	country.clock.rate.A	country.clock.rate.B	country.coefficients.early1	country.coefficients.early2	country.coefficients.early3	country.coefficients.early4	country.coefficients.early5	country.coefIndicators.early1	country.coefIndicators.early2	country.coefIndicators.early3	country.coefIndicators.early4	country.coefIndicators.early5	country.includedPredictors.early	country.coefficientsTimesIndicators.early1	country.coefficientsTimesIndicators.early2	country.coefficientsTimesIndicators.early3	country.coefficientsTimesIndicators.early4	country.coefficientsTimesIndicators.early5	country.coefficients.recent1	country.coefficients.recent2	country.coefficients.recent3	country.coefficients.recent4	country.coefficients.recent5	country.coefIndicators.recent1	country.coefIndicators.recent2	country.coefIndicators.recent3	country.coefIndicators.recent4	country.coefIndicators.recent5	country.includedPredictors.recent	country.coefficientsTimesIndicators.recent1	country.coefficientsTimesIndicators.recent2	country.coefficientsTimesIndicators.recent3	country.coefficientsTimesIndicators.recent4	country.coefficientsTimesIndicators.recent5	country.branchRates.A	country.branchRates.B	country.treeLikelihood.A	country.treeLikelihood.B
100000	-3479.992962931611	-311.5481811069172	-3168.444781824694	0.0797691283899425	0.1479772232856845	1.2175804992519406	0.45230528501514	-0.5947621629475626	0.18990568610052838	1.4869027506605499	1.0	0.0	1.0	1.0	1.0	4.0	1.2175804992519406	0.0	-0.5947621629475626	0.18990568610052838	1.4869027506605499	1.5437449252940025	-1.52486467576517	-0.6334266901757167	0.663930470201482	2.329575897173533	1.0	1.0	1.0	1.0	0.0	4.0	1.5437449252940025	-1.52486467576517	-0.6334266901757167	0.663930470201482	0.0	0.0	0.0	-1449.4985074761505	-1718.9462743485435
110000	-3465.3300897164895	-311.81021985585033	-3153.519869860639	0.08293861811377425	0.14649153836448814	1.2727478011143294	-0.08672367099283469	-0.8985081877782563	-2.3009551866012496	1.437400148693537	1.0	0.0	1.0	0.0	1.0	3.0	1.2727478011143294	-0.0	-0.8985081877782563	-0.0	1.437400148693537	1.388971951533515	-1.7182307799590915	-0.64493240916086	0.6663852611229792	-1.4498780325010299	1.0	1.0	1.0	1.0	0.0	4.0	1.388971951533515	-1.7182307799590915	-0.64493240916086	0.6663852611229792	-0.0	0.0	0.0	-1433.2863138666796	-1720.2335559939595
120000	-3477.07211844767	-309.2159382933901	-3167.85618015428	0.07623904991691692	0.1574051354263045	1.338617764616464	-2.6936656937796237	-0.7748780406535017	-0.603507266308082	2.1214541597728567	1.0	0.0	1.0	0.0	1.0	3.0	1.338617764616464	-0.0	-0.7748780406535017	-0.0	2.1214541597728567	1.391841475837005	-1.6098904753249539	-0.6236127913121559	0.5601239647723073	-0.6098014304050322	1.0	1.0	1.0	1.0	0.0	4.0	1.391841475837005	-1.6098904753249539	-0.6236127913121559	0.5601239647723073	-0.0	0.0	0.0	-1441.556435357081	-1726.2997447971989
130000	-3462.8197130441777	-289.86707819284015	-3172.9526348513373	0.07109746346199848	0.1449664001882144	1.2480961404253879	-0.21918524527219493	-0.8126755890273089	-1.1132415968173996	1.602323026890595	1.0	0.0	1.0	0.0	1.0	3.0	1.2480961404253879	-0.0	-0.8126755890273089	-0.0	1.602323026890595	1.3013295339544309	-1.6730497423435284	-0.5211243487102301	0.6429679248241917	-2.8813999320119295	1.0	1.0	1.0	1.0	0.0	4.0	1.3013295339544309	-1.6730497423435284	-0.5211243487102301	0.6429679248241917	-0.0	0.0	0.0	-1456.8817541972305	-1716.0708806541065
140000	-3464.773433429999	-317.33350911823567	-3147.439924311763	0.08194705648785384	0.1488766592646726	1.2515901381166648	-1.2158551512769709	-0.6794745219979922	0.8626770807261109	0.884733850842302	1.0	0.0	1.0	1.0	1.0	4.0	1.2515901381166648	-0.0	-0.6794745219979922	0.8626770807261109	0.884733850842302	1.2684112158263814	-1.6191107066795594	-0.5928042420562866	0.5704916934161657	-1.5158509439152021	1.0	1.0	1.0	1.0	0.0	4.0	1.2684112158263814	-1.6191107066795594	-0.5928042420562866	0.5704916934161657	-0.0	0.0	0.0	-1428.1488867125402	-1719.2910375992228
150000	-3486.342858308854	-294.4977528155454	-3191.8451054933084	0.07081560401896478	0.14317543582253422	1.7241888662881577	-1.2094054600127984	-0.6408644970386607	3.791988083843225	2.297918354531852	1.0	0.0	1.0	0.0	1.0	3.0	1.7241888662881577	-0.0	-0.6408644970386607	0.0	2.297918354531852	1.3088383551817904	-1.5256099387549613	-0.6686709901003409	0.908486004971274	-0.9686009005016504	1.0	1.0	1.0	1.0	0.0	4.0	1.3088383551817904	-1.5256099387549613	-0.6686709901003409	0.908486004971274	-0.0	0.0	0.0	-1459.7420818228134	-1732.1030236704953
160000	-3488.8549111639227	-295.8642154801883	-3192.9906956837344	0.06803432766295812	0.1584108485248912	1.7116417590520465	0.17873531453583294	-0.7524094752982586	1.8247527167484492	2.31968915303631	1.0	1.0	1.0	0.0	1.0	4.0	1.7116417590520465	0.17873531453583294	-0.7524094752982586	0.0	2.31968915303631	1.420897032438582	-1.8447607395164696	-0.696013836789447	0.7073086408739649	1.3022388515310166	1.0	1.0	1.0	1.0	0.0	4.0	1.420897032438582	-1.8447607395164696	-0.696013836789447	0.7073086408739649	0.0	0.0	0.0	-1470.3401745144597	-1722.6505211692747
170000	-3472.5992543717166	-307.0737386905859	-3165.525515681131	0.08299008300123391	0.1446884793948447	1.5390297214079578	-0.5635514579673083	-0.8494284937697707	0.7404825390327484	1.05678192596576	1.0	0.0	1.0	1.0	1.0	4.0	1.5390297214079578	-0.0	-0.8494284937697707	0.7404825390327484	1.05678192596576	1.343881707861061	-1.5228675436729215	-0.5586251574035582	0.5633833886277719	1.688169648017711	1.0	1.0	1.0	1.0	0.0	4.0	1.343881707861061	-1.5228675436729215	-0.5586251574035582	0.5633833886277719	0.0	0.0	0.0	-1439.8002412180629	-1725.7252744630678
180000	-3485.7259057955375	-304.28596816382367	-3181.4399376317137	0.07520908924232611	0.1545080981545935	1.4787134239142685	-1.4729622256052826	-0.7667172388713698	-1.0723987807512403	2.022064070199083	1.0	0.0	1.0	0.0	1.0	3.0	1.4787134239142685	-0.0	-0.7667172388713698	-0.0	2.022064070199083	1.2335318729843727	-1.5425220769310393	-0.5214418328689057	0.7824790049017205	-4.168767916615378	1.0	1.0	1.0	1.0	0.0	4.0	1.2335318729843727	-1.5425220769310393	-0.5214418328689057	0.7824790049017205	-0.0	0.0	0.0	-1457.5487098003962	-1723.8912278313176
190000	-3468.3624047443855	-288.29857092002857	-3180.063833824357	0.07244286056429224	0.14284035185757754	1.5875758093861203	2.9145609412129865	-0.6364161544109456	0.09300935354352932	1.981627772786019	1.0	0.0	1.0	1.0	1.0	4.0	1.5875758093861203	0.0	-0.6364161544109456	0.09300935354352932	1.981627772786019	1.1773773571992057	-1.6244206365819414	-0.6021603127511052	0.5067258558168503	-0.8077794531261131	1.0	1.0	1.0	1.0	0.0	4.0	1.1773773571992057	-1.6244206365819414	-0.6021603127511052	0.5067258558168503	-0.0	0.0	0.0	-1451.847893407459	-1728.2159404168983
200000	-3459.2164892989053	-297.5118252792794	-3161.704664019626	0.07575362815300596	0.14046007011664194	1.6315815465150127	1.7416016779343506	-0.5765822564851183	0.6940711703480432	1.1353745926176761	1.0	0.0	1.0	1.0	1.0	4.0	1.6315815465150127	0.0	-0.5765822564851183	0.6940711703480432	1.1353745926176761	1.4327485849234476	-1.5970462971763475	-0.5954268073494503	0.7030351694735314	0.2135461315137981	1.0	1.0	1.0	1.0	0.0	4.0	1.4327485849234476	-1.5970462971763475	-0.5954268073494503	0.7030351694735314	0.0	0.0	0.0	-1435.7292627038046	-1725.975401315821
