Africa	-15.2915205	30.4218495
Asia	26.16170811	110.976528
Europe	51.3359675	-3.5925965
NorthAmerica	32.43013075	-90.46006
Oceania	-33.0874775	154.3305535
SouthAmerica	-11.12368667	-63.470216
