Africa	-15.2915205	30.4218495
Asia	27.96151714	104.0215813
Europe	50.833992	18.07034967
NorthAmerica	32.43013075	-97.45491875
Oceania	-33.0874775	154.3305535
SouthAmerica	-12.0905465	-57.770976
