# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Nov 30 15:20:57 CET 2022 [seed=1669818054187]
# -beagle_gpu -beagle_order 1 -overwrite -save_every 10000000 -save_state RSV.A.1213.country.cont0.dump.txt RSV.A.1213.country.xml
state	joint	prior	likelihood	country.clock.rate	country.coefficients.early1	country.coefficients.early2	country.coefficients.early3	country.coefficients.early4	country.coefficients.early5	country.coefIndicators.early1	country.coefIndicators.early2	country.coefIndicators.early3	country.coefIndicators.early4	country.coefIndicators.early5	country.includedPredictors.early	country.coefficientsTimesIndicators.early1	country.coefficientsTimesIndicators.early2	country.coefficientsTimesIndicators.early3	country.coefficientsTimesIndicators.early4	country.coefficientsTimesIndicators.early5	country.coefficients.recent1	country.coefficients.recent2	country.coefficients.recent3	country.coefficients.recent4	country.coefficients.recent5	country.coefIndicators.recent1	country.coefIndicators.recent2	country.coefIndicators.recent3	country.coefIndicators.recent4	country.coefIndicators.recent5	country.includedPredictors.recent	country.coefficientsTimesIndicators.recent1	country.coefficientsTimesIndicators.recent2	country.coefficientsTimesIndicators.recent3	country.coefficientsTimesIndicators.recent4	country.coefficientsTimesIndicators.recent5	country.branchRates
200000	-1586.9451395230974	-167.59234918432531	-1419.3527903387721	0.08913613631601675	0.507134894496521	1.4083127116387157	1.3564992056353964	4.551788005316743	-2.6065836582631796	1.0	1.0	0.0	1.0	0.0	3.0	0.507134894496521	1.4083127116387157	0.0	4.551788005316743	-0.0	2.194183124242232	-0.809416582897379	-0.8733569634556134	0.7061771553450266	3.4415008321343548	1.0	0.0	1.0	1.0	0.0	3.0	2.194183124242232	-0.0	-0.8733569634556134	0.7061771553450266	0.0	0.0
210000	-1597.4879120313433	-160.12471392034448	-1437.3631981109988	0.08251221238783471	0.42972648263067614	0.9583981011832541	2.522076052847786	4.630254934392786	2.0077814666003886	1.0	1.0	0.0	1.0	0.0	3.0	0.42972648263067614	0.9583981011832541	0.0	4.630254934392786	0.0	2.059569070712363	3.448004691276576	-0.6046561877699554	0.5497001010429553	0.4206669350136252	1.0	0.0	1.0	1.0	0.0	3.0	2.059569070712363	0.0	-0.6046561877699554	0.5497001010429553	0.0	0.0
220000	-1590.5367042945725	-156.1817342674135	-1434.354970027159	0.07942938788636479	0.6095019714033333	1.004537229078559	-0.24998799781002096	5.200276011241014	-0.14411066764356656	1.0	1.0	0.0	1.0	0.0	3.0	0.6095019714033333	1.004537229078559	-0.0	5.200276011241014	-0.0	2.031494396253883	2.639944302040846	-0.7879011578803774	0.3957195721717784	-1.872340458430823	1.0	0.0	1.0	1.0	0.0	3.0	2.031494396253883	0.0	-0.7879011578803774	0.3957195721717784	-0.0	0.0
230000	-1596.1948644664158	-160.92079848430595	-1435.2740659821097	0.07868237204302485	0.9268822269802808	0.774652842677117	-0.38442721030710014	5.039324247124551	0.6581706731345891	1.0	1.0	1.0	1.0	0.0	4.0	0.9268822269802808	0.774652842677117	-0.38442721030710014	5.039324247124551	0.0	2.0998901274769346	2.4836747195815976	-0.6215193028740926	0.5072621710840668	7.096644416345265	1.0	0.0	1.0	1.0	0.0	3.0	2.0998901274769346	0.0	-0.6215193028740926	0.5072621710840668	0.0	0.0
240000	-1592.9216940879476	-160.91767507348246	-1432.004019014465	0.08412869337853861	0.4937262163523318	0.45596383746301583	-2.2346883295865947	4.4220267367895065	1.3048887271798375	1.0	1.0	0.0	1.0	0.0	3.0	0.4937262163523318	0.45596383746301583	-0.0	4.4220267367895065	0.0	1.9860144425115973	2.520295326033443	-0.7216385218677874	0.48825348581118566	-0.10985049541819647	1.0	0.0	1.0	1.0	0.0	3.0	1.9860144425115973	0.0	-0.7216385218677874	0.48825348581118566	-0.0	0.0
250000	-1579.50381133226	-158.49888970463692	-1421.0049216276232	0.08102379831842749	0.6917032190907048	0.9226772982334377	-0.28027763462745736	4.372818873397978	1.681084306918128	1.0	1.0	1.0	1.0	0.0	4.0	0.6917032190907048	0.9226772982334377	-0.28027763462745736	4.372818873397978	0.0	2.07750726641267	-0.5400970942568148	-0.8000620907430449	0.46893027258199493	-2.6172607738736047	1.0	0.0	1.0	1.0	0.0	3.0	2.07750726641267	-0.0	-0.8000620907430449	0.46893027258199493	-0.0	0.0
260000	-1585.7068000028553	-163.05060889496283	-1422.6561911078925	0.08494185037002316	0.978135529679083	0.44206998470130604	-0.7782941484590522	4.886227864739729	-3.7342917463093768	1.0	1.0	1.0	1.0	0.0	4.0	0.978135529679083	0.44206998470130604	-0.7782941484590522	4.886227864739729	-0.0	1.9270345715272388	0.9184481168855447	-0.748461136797492	0.49089101624828674	2.0270597363647016	1.0	0.0	1.0	1.0	0.0	3.0	1.9270345715272388	0.0	-0.748461136797492	0.49089101624828674	0.0	0.0
270000	-1597.6776314349663	-145.59388271176525	-1452.083748723201	0.07295759778257913	0.761616612071295	1.1777361813984564	-0.3403446941013205	4.731714962197739	-1.1260238038315848	1.0	1.0	1.0	1.0	0.0	4.0	0.761616612071295	1.1777361813984564	-0.3403446941013205	4.731714962197739	-0.0	2.334965584849605	3.1489481787115734	-0.8381580470213551	0.5996453592847177	0.6157237405426863	1.0	0.0	1.0	1.0	0.0	3.0	2.334965584849605	0.0	-0.8381580470213551	0.5996453592847177	0.0	0.0
280000	-1598.6656816592706	-139.9568751752311	-1458.7088064840395	0.07129104916025071	1.1860992124342165	-0.028675419418250987	-0.7224052291303026	3.5644548953798947	2.7254803195556407	1.0	0.0	1.0	1.0	0.0	3.0	1.1860992124342165	-0.0	-0.7224052291303026	3.5644548953798947	0.0	2.5756682897622514	1.3745263424204546	-0.9430778078313669	0.7665792159747107	-2.114356177904705	1.0	0.0	1.0	1.0	0.0	3.0	2.5756682897622514	0.0	-0.9430778078313669	0.7665792159747107	-0.0	0.0
290000	-1587.7322768406307	-157.9250326691694	-1429.8072441714612	0.08230689326466668	0.7821476472600853	0.6188538389831681	-0.5668070409323508	4.021745895241405	-1.4565099635154977	1.0	1.0	1.0	1.0	0.0	4.0	0.7821476472600853	0.6188538389831681	-0.5668070409323508	4.021745895241405	-0.0	2.020522238672716	-1.4819172637399403	-0.7205516278593	0.5713323462318162	0.05846811125384575	1.0	0.0	1.0	1.0	0.0	3.0	2.020522238672716	-0.0	-0.7205516278593	0.5713323462318162	0.0	0.0
300000	-1589.265855503821	-166.91762198296897	-1422.348233520852	0.08572712941020268	0.5689561289630259	0.9343044289408786	-1.6063856451858707	5.007552171595455	-2.6886391386173707	1.0	1.0	0.0	1.0	0.0	3.0	0.5689561289630259	0.9343044289408786	-0.0	5.007552171595455	-0.0	1.76327273552256	1.552191728678715	-0.47224470508379307	0.3828692584628183	2.9462235493154907	1.0	0.0	1.0	1.0	0.0	3.0	1.76327273552256	0.0	-0.47224470508379307	0.3828692584628183	0.0	0.0
310000	-1584.528005683218	-158.3524747415621	-1426.1755309416558	0.08223687268475564	0.9871912217472948	0.5072351003123848	-0.6808651749569358	4.665191886762749	2.0714890585216708	1.0	1.0	1.0	1.0	0.0	4.0	0.9871912217472948	0.5072351003123848	-0.6808651749569358	4.665191886762749	0.0	1.821644526942015	-3.230545982681882	-0.6255657370487234	0.42867695120620203	-1.5833917167552487	1.0	0.0	1.0	1.0	0.0	3.0	1.821644526942015	-0.0	-0.6255657370487234	0.42867695120620203	-0.0	0.0
320000	-1602.624537219988	-153.27889430571923	-1449.3456429142689	0.07960305518215306	1.3641734651250312	2.618346418532655	-0.847306016704441	3.428052153042035	0.3055180868513414	1.0	1.0	1.0	1.0	1.0	5.0	1.3641734651250312	2.618346418532655	-0.847306016704441	3.428052153042035	0.3055180868513414	2.3481650321553826	-1.0069608339416085	-0.7818324722608653	0.7805811350634977	1.6592690010891744	1.0	0.0	1.0	1.0	0.0	3.0	2.3481650321553826	-0.0	-0.7818324722608653	0.7805811350634977	0.0	0.0
330000	-1599.2763891074865	-154.50467422547308	-1444.7717148820134	0.07596414054432046	1.2120676825695575	0.4921980090730106	-0.45616741659072296	4.731253329368379	3.0834488235143964	1.0	1.0	1.0	1.0	0.0	4.0	1.2120676825695575	0.4921980090730106	-0.45616741659072296	4.731253329368379	0.0	2.431231833591719	-4.408592219651845	-0.8440886883840852	0.6415440701271152	-0.08353001836509533	1.0	0.0	1.0	1.0	0.0	3.0	2.431231833591719	-0.0	-0.8440886883840852	0.6415440701271152	-0.0	0.0
340000	-1591.9360152656623	-158.74189953235134	-1433.1941157333108	0.0791845628335704	1.1249116386468083	0.5141939982002086	-0.5044786872747369	5.248959121120713	-1.8381046900484679	1.0	1.0	1.0	1.0	0.0	4.0	1.1249116386468083	0.5141939982002086	-0.5044786872747369	5.248959121120713	-0.0	1.869904357111827	-2.905376742191991	-0.7717854677039335	0.38438071110589744	0.18427899898258016	1.0	0.0	1.0	1.0	0.0	3.0	1.869904357111827	-0.0	-0.7717854677039335	0.38438071110589744	0.0	0.0
350000	-1589.8635340107646	-141.09715580274695	-1448.7663782080176	0.0688808573995509	1.319395242655031	-3.059980612650529	-0.4988311542309341	4.077700765498219	1.217752700647838	1.0	0.0	1.0	1.0	0.0	3.0	1.319395242655031	-0.0	-0.4988311542309341	4.077700765498219	0.0	1.938003587927094	2.1527067214042344	-0.5499305089857998	0.3918031024172306	-2.4429513604936277	1.0	0.0	1.0	1.0	0.0	3.0	1.938003587927094	0.0	-0.5499305089857998	0.3918031024172306	-0.0	0.0
360000	-1586.7028203762025	-153.10866908368428	-1433.594151292518	0.078649568935884	1.0745030188809288	0.5242995159654895	-0.6049269901860752	4.895542398340385	-0.008846567708275077	1.0	1.0	1.0	1.0	0.0	4.0	1.0745030188809288	0.5242995159654895	-0.6049269901860752	4.895542398340385	-0.0	2.035478340078849	2.5970695880912706	-0.5337994605886824	0.29279168546870504	-2.4148232731844317	1.0	0.0	1.0	1.0	0.0	3.0	2.035478340078849	0.0	-0.5337994605886824	0.29279168546870504	-0.0	0.0
370000	-1589.936664659401	-158.96970978207736	-1430.9669548773236	0.08168170284871343	0.9411470729144689	1.0767258283668928	-0.30113779273998276	6.070871872655568	-1.0478064586903237	1.0	1.0	1.0	1.0	0.0	4.0	0.9411470729144689	1.0767258283668928	-0.30113779273998276	6.070871872655568	-0.0	1.9918095458833387	-1.387718013404224	-0.7806212132707099	0.3608648799207683	-0.7631619485003793	1.0	0.0	1.0	1.0	0.0	3.0	1.9918095458833387	-0.0	-0.7806212132707099	0.3608648799207683	-0.0	0.0
380000	-1588.1805510247468	-143.85536596716466	-1444.325185057582	0.07060660469763042	1.0221643249241203	0.5080660734478504	-0.6703023656895776	4.814488633485524	-0.7479095192853928	1.0	1.0	1.0	1.0	0.0	4.0	1.0221643249241203	0.5080660734478504	-0.6703023656895776	4.814488633485524	-0.0	2.2415458761545075	-1.3882016182887285	-0.8536253893984836	0.5075717114626421	3.7528173623521064	1.0	0.0	1.0	1.0	0.0	3.0	2.2415458761545075	-0.0	-0.8536253893984836	0.5075717114626421	0.0	0.0
390000	-1591.9039164738583	-146.59510432210323	-1445.308812151755	0.07427527277324429	0.6523273114095446	0.9150473756799048	0.42771334867031635	4.504395897316328	-1.1918195006233883	1.0	1.0	0.0	1.0	0.0	3.0	0.6523273114095446	0.9150473756799048	0.0	4.504395897316328	-0.0	2.2043831400944267	1.9924016422327502	-0.7978592406838818	0.6778879993988688	1.2337969963104682	1.0	0.0	1.0	1.0	0.0	3.0	2.2043831400944267	0.0	-0.7978592406838818	0.6778879993988688	0.0	0.0
400000	-1584.6002220611642	-151.99423445186144	-1432.6059876093027	0.07677057716771776	0.7564312569487046	1.116902510126557	-4.115418679538467	3.832347292189295	0.4782352672761584	1.0	1.0	0.0	1.0	1.0	4.0	0.7564312569487046	1.116902510126557	-0.0	3.832347292189295	0.4782352672761584	2.2561541432885126	-1.3649533535421525	-0.790249025257005	0.5176732233398381	0.7269986737449636	1.0	0.0	1.0	1.0	0.0	3.0	2.2561541432885126	-0.0	-0.790249025257005	0.5176732233398381	0.0	0.0
410000	-1592.655298986995	-153.10979462615413	-1439.5455043608408	0.07728050663939746	1.5832989334308956	2.4925964853971245	-0.8074498186869843	4.7397785881512275	-1.8100212090137648	1.0	0.0	1.0	1.0	0.0	3.0	1.5832989334308956	0.0	-0.8074498186869843	4.7397785881512275	-0.0	2.0532066829650946	-3.0938344083609985	-0.952809463746152	0.466504302779948	-1.4279805931718563	1.0	0.0	1.0	1.0	0.0	3.0	2.0532066829650946	-0.0	-0.952809463746152	0.466504302779948	-0.0	0.0
420000	-1587.764963493512	-167.22473782272144	-1420.5402256707905	0.0870357392603999	0.6028087797881994	0.40153111665024316	-0.5446526558426921	3.938881189571802	-0.8908210334702372	1.0	1.0	1.0	1.0	0.0	4.0	0.6028087797881994	0.40153111665024316	-0.5446526558426921	3.938881189571802	-0.0	2.0669660149682363	5.113847854315092	-0.7539935756470427	0.5042368618053371	1.9246607008460737	1.0	0.0	1.0	1.0	0.0	3.0	2.0669660149682363	0.0	-0.7539935756470427	0.5042368618053371	0.0	0.0
430000	-1595.0423529500226	-165.5578159861769	-1429.4845369638458	0.08745342374521228	0.6634172840109199	0.7919871570135691	3.6738158634255584	4.175650618434646	1.054696980065014	1.0	1.0	0.0	1.0	0.0	3.0	0.6634172840109199	0.7919871570135691	0.0	4.175650618434646	0.0	2.3422878811338674	-3.577412166366367	-0.6749568986018345	0.6650471907662929	0.4993972310973369	1.0	0.0	1.0	1.0	0.0	3.0	2.3422878811338674	-0.0	-0.6749568986018345	0.6650471907662929	0.0	0.0
440000	-1589.6444642883678	-147.03797471820857	-1442.6064895701593	0.07211131534105349	0.7478511166270664	1.0677254277414578	-0.28753487001142763	5.01403367228829	-0.3260643865659192	1.0	1.0	1.0	1.0	0.0	4.0	0.7478511166270664	1.0677254277414578	-0.28753487001142763	5.01403367228829	-0.0	2.293728621829868	-0.988195505096708	-0.8242896924796388	0.49957662336405717	3.388800763252129	1.0	0.0	1.0	1.0	0.0	3.0	2.293728621829868	-0.0	-0.8242896924796388	0.49957662336405717	0.0	0.0
450000	-1590.6796107200103	-148.26918078612323	-1442.410429933887	0.07599321421648572	1.3723813018099649	0.1652502647825101	-0.6287190761577385	4.724011244788692	0.38031093584512926	1.0	1.0	1.0	1.0	0.0	4.0	1.3723813018099649	0.1652502647825101	-0.6287190761577385	4.724011244788692	0.0	1.9955046057313195	-3.087219709712294	-0.644554535048653	0.5763567246365658	-1.5141998340325165	1.0	0.0	1.0	1.0	0.0	3.0	1.9955046057313195	-0.0	-0.644554535048653	0.5763567246365658	-0.0	0.0
460000	-1581.5048023338325	-154.51827346724627	-1426.9865288665862	0.07946130607077766	1.1717563534229396	-0.9888573605031369	-0.7015525669226294	4.5935750238758315	1.3199870555051125	1.0	0.0	1.0	1.0	0.0	3.0	1.1717563534229396	-0.0	-0.7015525669226294	4.5935750238758315	0.0	2.0024810344602537	2.431726589829853	-0.7846716238582031	0.5608459185815404	-2.5274092688193432	1.0	0.0	1.0	1.0	0.0	3.0	2.0024810344602537	0.0	-0.7846716238582031	0.5608459185815404	-0.0	0.0
